FieldsBase Floating Platform Installation Search - Data Download,,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:03 for Dirk Rook,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Region,Country,Block,Field,Platform name,Project,Operator,Owner,Status,Installation year,Removal year,Type,Function,Production type,Process module,Accommodation module,Drilling module,Utility module,Well head module,Water depth (m),Remark
South America,Brazil,,Roncador,P-55,Roncador Module 3,Petrobras,,Installed,2013,,Semi,FPS,Oil & Gas,Y,Y,N,Y,Y,"1,795",
South America,Brazil,,Roncador,P-62,Roncador Module 4,Petrobras,,Installed,2014,,Ship,FPSO,Oil & Gas,Y,Y,,Y,Y,"1,650",
South America,Brazil,BM-S-9,Sapinhoa (ex-Guara),Dynamic Producer,Sapinhoa EWT,Petrobras,,Removed,2010,2011,Ship,FPSO,Oil & Gas,Y,Y,Y,Y,Y,"2,141","Dedicated to perform EWTs in the Santos Basin pre-salt. Lease for six years with six years' options. First deployment was Espadarte field.
FPDSO=FPSO w/drilling derrick & moonpool on deck
tanker newbuild price USD 35 million"
South America,Brazil,BM-S-9,Sapinhoa (ex-Guara),BW Cidade de Sao Vicente,Sapinhoa Norte EWT,Petrobras,,Removed,2013,2013,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,"2,141",dedicated to perform EWTs in the Santos Basin pre-salt
South America,Brazil,BM-S-9,Sapinhoa (ex-Guara),Cidade de Sao Paulo  MV23,Sapinhoa-1 (Sapinhoa Sul Pilot/Pilot 3),Petrobras,,Installed,2013,2033,Ship,FPSO,Oil & Gas,Y,,N,,?,"2,141",process cap with a CO2 content up to 30%
South America,Brazil,BM-S-9,Sapinhoa (ex-Guara),Cidade de Ilhabela,Sapinhoa-2 (Sapinhoa Norte Pilot/Pilot 4),Petrobras,,Contracted,2014,2034,Ship,FPSO,Oil & Gas,,,,,,"2,141","09/14: FPSO Cidade de Ilhabela is heading to location and is estimated to start production before year-end.

01/14: Integration process has started at Brasa shipyard and is estimated to take 6 months.

The FPSO will have 13 locally built modules. They will be integrated at SBM's Brasa yard in Niteroi, Brazil."
South America,Brazil,Transfer of Rights,Sepia (Nordeste de Tupi),P-72,Sepia (P-72),Petrobras,,Contracted,2018,,Ship,FPSO,Oil & Gas,Y,,N,,Y,"2,131",- topside weight estimated
South America,Brazil,BS-500,Tambuata,Tambuata FPSO,Tambuata Permanent Phase,,,Possible,2021,,Ship,FPSO,Oil & Gas,,,,,,"1,158",- topside weight estimated
South America,Brazil,C-M-401 / BM-C-36,Tartaruga,Cidade de Rio das Ostras,Aruana / Oliva (Tartaruga)  EWT,Petrobras,,Removed,2011,2012,Ship,FPSO,Oil & Gas,Y,Y,,Y,,976,"ex. Che Guevara
IMO: 7920508"
South America,Brazil,C-M-401 / BM-C-36,Tartaruga,Tartaruga Verde,Tartaruga,Petrobras,,Tendering,2017,2037,Ship,FPSO,Oil & Gas,,,,,,976,
South America,Brazil,C-M-401 / BM-C-36,Tartaruga,Cidade de Rio das Ostras,Tartaruga Verde EWT,Petrobras,,Installed,2014,2015,Ship,FPSO,Oil & Gas,Y,Y,,Y,,120,"ex. Che Guevara
IMO: 7920508"
South America,Brazil,C-M-466 / BM-C-39,Tubarao Martelo (ex-Waikiki),OSX-3,Tubarao Martelo,OGX Petroleo,,Installed,2013,2033,Ship,FPSO,Oil & Gas,Y,,,,N,120,Oil API 17.6/25.5
South America,Brazil,BS-500,Urugua/Tambau,Cidade de Santos MV20,Urugua/Tambau,Petrobras,,Installed,2010,2022,Ship,FPSO,Oil & Gas,,Y,,,,"1,360",Copy of Cidade de Sao Mateus FPSO
South America,Brazil,,Viola,Atlantic Zephyr (SS-11),Viola,,,Removed,1985,2002,Semi,FPS,Oil & Gas,Y,Y,Y,Y,Y,125,
South America,Brazil,Voador,Voador,P-27,Voador (P-27),Petrobras,,Removed,1998,2013,Semi,Other,Oil & Gas,Y,Y,Y,Y,Y,540,12/13: P-27 was decommissioned
South America,Brazil,Voador,Voador,Presidente JK (P-34),Voador Phase 2,Petrobras,,Possible,2015,,Ship,FPSO,Oil,Y,Y,,Y,?,540,5/13: P-34 may be used for EWTs in the future
South America,Brazil,BC-2,Xerelete,Xerelete,Xerelete,Total,,Possible,2021,,Semi,FPS,Oil & Gas,,,,,,"2,483",
South America,Chile,,,Gas Atacama Mejillones FSRU,Gas Atacama Mejillones FSRU,GasAtacama,,Contracted,2016,2031,Ship,Floating Storage Regasification Unit,Gas,,,,,,,"7/12: the FSRU will be located 1.6km offshore, in 50 msw, in the Bay of Mejillones. It will be capable of storing 170,000 scm of LNG and delivering 180 million scf/d of regasified LNG."
South America,Chile,,,BW Suez Brussels LNG FSO,GNL Mejillones,Codelco,,Removed,2010,2014,Ship,Other,,,,,,,,"2/14 left GNL Mejillones project. transferring to SEA, to work in tanker trade market
2/08 small FSU .. will be for storage and moored permanently to jetty"
South America,Chile,,,Quintero Bay FSRU,Quintero Bay FSRU,,,Contracted,2014,2024,Ship,Floating Storage Regasification Unit,Gas,,,,,,,"170,000-cbm unit

was the on speculative order #3"
South America,Colombia,,,Colombia FLSRU,Colombia FLSRU,Pacific Rubiales,,Contracted,2015,2029,Barge floating,Floating Storage Regasification Unit,Gas,,N,,,N,,"Floating Liquefaction, Regasification and Storage barge with a storage capacity of 14,000 scm of LNG."
South America,Colombia,,,Caribbean Blue,Covenas 1986,Maersk Oil,,Removed,1986,1997,Ship,FSO,,,Y,,,,,Former FSO Covenas. Vessel sold for scrap.
South America,Falkland Islands,PL018,Darwin East,Darwin,Darwin,,,Possible,2020,,Ship,FPSO,Condensate & Gas,,,,,,"2,012","1/13: Darwin East could have production levels up to 28,300 b/d. If developed with Darwin West, production could be up to 56,600 b/d."
South America,Falkland Islands,14/05,Johnson,Johnson,Johnson,,,Possible,2020,,Semi,FPS,Condensate & Gas,,,,,,464,
South America,Falkland Islands,14/10 (PL032),Sea Lion Ph 2/Casper/Casper South,FSO Sea Lion,Sea Lion Phase 1,,,Planned,2019,,Other floating,FSO,Oil,,,,,,335,
South America,Falkland Islands,14/10 (PL032),Sea Lion Ph 2/Casper/Casper South,Sea Lion,Sea Lion Phase 1,Premier,,Planned,2019,,TLP,Drilling,Oil,,Y,,,,335,"01/14: TLP concept was chosen to develop the field. 
10/12: Sea Lion will have peak prod. rate of 80-85,000b/d, plus upside from satellite fields."
South America,Falkland Islands,14/10 (PL032),Sea Lion Ph 2/Casper/Casper South,Sea Lion Phase 2,Sea Lion Phase 2,Premier,,Possible,2021,,TLP,Drilling,Oil,,,,,,335,
South America,Peru,Z-1,Albacora,Isabel Barreto FSO,Albacora Rehab. Program (EPS),BPZ Energy,,Removed,2010,2012,Ship,FSO,Oil,,,,,,30,6/12 sold for scrap Feb 2012
South America,Peru,Z-1,Corvina,Nomoku FPSO,Corvina Rehab. Program,BPZ Energy,,Installed,2008,,Barge floating,FPSO,Oil & Gas,,,,,,30,
South America,Venezuela,Gulf of Paria West,Corocoro,Corocoro IPF,Corocoro,PDVSA,,Installed,2008,,Barge floating,Other,Oil,Y,,,,,25,11/07 temporary production barage
South America,Venezuela,Gulf of Paria West,Corocoro,Nabarima,Corocoro,PDVSA,,Installed,2008,,Ship,FSO,Oil,,Y,,,,25,
South America,Venezuela,,Lake Maracaibo,Lake Maracaibo FPS,Lake Maracaibo,,,Installed,1997,,Barge floating,Other,,Y,Y,Y,Y,Y,30,
South America,Venezuela,North Paria,Mariscal Sucre - Rio Caribe/Mejillones,Mejillones EWT FPSO,Mariscal Sucre - Rio Caribe/Mejillones Ph 1,PDVSA,,Possible,2018,,Ship,FPSO,Gas,,,,,,100,one of four options PDVSA is studying for dry completion solution. could incl storage too or be hub-like for two wellheads. but could go ahead with one of four subsea options if selects wet completion @ end of day.
South America,Venezuela,,Pedernales,Barge 10,Pedernales Phase II,,,Installed,1998,,Barge floating,Other,Oil,Y,Y,Y,Y,Y,9,
Southeast Asia,Cambodia,Block A,Apsara,Block A FSO,Block A Phase 1A,KrisEnergy,"Caltex, MOECO",Tendering,2017,,Ship,FSO,Oil,,,,,,73,
Southeast Asia,Indonesia,,,Bangka Marine Terminal FSO,Bangka Marine Terminal FSO,,,Tendering,2015,2017,Ship,FSO,Oil,,,,,,,
Southeast Asia,Indonesia,,,Central Java FSRU,Central Java LNG FSRU terminal,,,Tendering,2016,,Ship,Floating Storage Regasification Unit,Gas,,,,,,,"02/13: Hoegh LNG still in bidding process. Contract expected to be award in 2013, with start up in 2014/2015. Hoegh has currently an uncommitted newbuild FSRU."
Southeast Asia,Indonesia,,,KE satellites FPSO,KE Satellites permanent FPSO,,,Planned,2016,,Ship,FPSO,Oil & Gas,,,,,,57,"The proposed FPSO is understood to be of Aframax-sized, and will most likely be a conversion unit. Will replace MOPU on KE satellite fields."
Southeast Asia,Indonesia,,,FSRU Lampung (ex. FSRU Charlie),Lampung LNG terminal,,,Installed,2014,2034,Ship,Floating Storage Regasification Unit,Gas,,,,,,23,"FSRU Charlie renamed FSRU Lampung. Italy-based RINA has been appointed by PGAS Solution, a subsidiary of PGN, Indonesia’s largest natural gas distribution company, which will own and operate the FSRU

FSRU Charlie will have a storage capacity of 170,000 cubic metres and a regasification capacity up to 500 MMscfd. Owned by Hoegh, buily by HHI."
Southeast Asia,Indonesia,,,MDA/MBH FPU,MDA/MBH,,,Tendering,2015,2025,Barge floating,FPS,Gas,Y,,,Y,,80,The FPU is expected to handle an estimated gas production of 150 mmscfd of sweet gas. It could be converted from a flat-top barge and be installed with topside facilities for the usual gas treatment and processing.
Southeast Asia,Indonesia,,,Cilacap,Tuban Terminal,Pertamina,,Removed,1998,2006,Ship,FSO,,,Y,,,,,
Southeast Asia,Indonesia,,,Cinta Natomas,Tuban Terminal,,,Installed,2006,2016,Ship,FSO,,,Y,,,,41,
Southeast Asia,Indonesia,,,Nusantara Regas Satu,West Java LNG Regasification Terminal Project,Pertamina,,Installed,2012,2023,Ship,Floating Storage Regasification Unit,Gas,,,,,,,"04/12: En route to Jakarta Bay. Will undergo the cooling down and commissioning phase in the month, with operations set to start in May.
03/11: The LNG carrier, Golar Khannur (built in 1977), is currently en route to a shipyard for conversion into the FSRU, which will be equipped with regasification capacity of 500 million cubic feet per day (3.8 MTPA)."
Southeast Asia,Indonesia,Masela,Abadi,Abadi FLNG,Abadi Gas Phase 1,INPEX,,Planned,2019,,Ship,FPSO,Gas,,,,,,500,12/10 INPEX received the regulatory approval.
Southeast Asia,Indonesia,,Ande Ande Lumut,FPSO Ande Ande Lumut,Ande Ande Lumut,Santos,,Tendering,2017,,Ship,FPSO,Oil,Y,Y,,Y,,73,
Southeast Asia,Indonesia,Natuna Sea Block A,Anoa,Anoa Natuna FPSO,Anoa,Premier,,Installed,1990,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,77,
Southeast Asia,Indonesia,Offshore North West Java (ONWJ),Ardjuna,Arco Ardjuna,Ardjuna,Exspans,,Installed,2005,,Ship,FSO,,,Y,,,,43,
Southeast Asia,Indonesia,Offshore North West Java (ONWJ),Ardjuna,Ardjuna Sakti,Ardjuna,Exspans,,Removed,1975,2005,Barge floating,FSO,,,Y,,,,45,
Southeast Asia,Indonesia,Cepu,Banyu Urip,FSO Gagak Rimang,Banyu Urip,ExxonMobil,,Contracted,2015,,Ship,FSO,Oil,,Y,,,,33,
Southeast Asia,Indonesia,Mahakam,Bekapai,Bekapai FSO,Bekapai Storage,,,Installed,1976,,Ship,FSO,,,Y,,,,37,
Southeast Asia,Indonesia,South Natuna Sea Block B,Belanak,Gas Concord LPG FSO,Belanak Eastern Hub LPG,ConocoPhillips,,Installed,2007,2016,Ship,FSO,,,Y,,,,100,"Compass Energy Group will convert VLGC Gas Concord into LPG FSO.

First production occurred in early December 2004.   Unit = LPG FSO."
Southeast Asia,Indonesia,South Natuna Sea Block B,Belanak,Belanak Natuna,Orig. Belanak dev.,ConocoPhillips,,Installed,2004,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,100,
Southeast Asia,Indonesia,West Natuna Block B,Belida,Multi Echo FSO,Belida FSO replacement,ConocoPhillips,,Planned,2015,,Ship,FSO,,,,,,,100,
Southeast Asia,Indonesia,West Natuna Block B,Belida,Intan FSO,Belida Phase I,ConocoPhillips,,Installed,1992,,Ship,FSO,,,Y,,,,76,"12/94: Moored to SBM soft CALM buoy. 
Other works done with conversion: Modification - cargo system; installation - custody metering system; acccommodation refurbishment. 
12/95: Upgrading existing FSO Intan for 10 years service--- Review and the procurement of all related equipment; review IMODCO turret mooring system."
Southeast Asia,Indonesia,Jabung PSC,Betara,Betara,Betara Complex Development (BCD),,,Installed,2005,,Ship,FSO,Condensate & Gas,,,,,,22,"condensate marine terminal (1,000,000 bbl)"
Southeast Asia,Indonesia,Jabung PSC,Betara,Petrostar,Betara Complex Development (BCD),,,Installed,2005,,Ship,FSO,Condensate & Gas,,,,,,22,"LPG marine terminal (80,000 m3)
2011: FSO Petrostar was sold and technical and crewing operations remained under Andromeda management."
Southeast Asia,Indonesia,Ketapang,Bukit Tua,FPSO Ratu Nusantara,Bukit Tua Phase I,,,Contracted,2014,2019,Ship,FPSO,Gas,Y,Y,,Y,,60,06/12: The duration of the charter is five years plus two one-year options. An operation and maintenance scope is embedded into the leased contract. Delivery is set for 24 months after the contract award.
Southeast Asia,Indonesia,Bawean,Camar,M/T Morando,Camar,GFB Resources,,Installed,1991,,Ship,FSO,,N,Y,N,N,N,66,
Southeast Asia,Indonesia,Bawean,Camar,Madura Ayu,Camar,Kodeco,,Removed,1997,1999,Ship,FSO,,,Y,,,,62,
Southeast Asia,Indonesia,Bawean,Camar,Camar FSO,Camar FSO replacement,GFB Resources,,Installed,2013,2014,Ship,FSO,Oil,,,,,,62,
Southeast Asia,Indonesia,,Cinta,Cinta Natomas,Cinta,,,Removed,1972,2004,Ship,FSO,,,Y,,,,35,
Southeast Asia,Indonesia,,Cinta,CNOOC 114,FSO Cinta Natomas Replacement,CNOOC,,Installed,2004,2015,Ship,FSO,,,Y,,,,41,
Southeast Asia,Indonesia,,Cinta,FSO CNOOC-114 replacement,FSO CNOOC-114 replacement,,,Planned,2016,2022,Ship,FSO,Oil,,,,,,35,
Southeast Asia,Indonesia,South Natuna Sea Block B,East Udang,RCL Natuna (East Udang),East Udang,,,Installed,2013,2017,Ship,FPSO,Oil,,,,,N,91,"converted from an Aframax-sized tanker at a Batam yard.
tanker purchased in 2011 for USD 7M"
Southeast Asia,Indonesia,Rapak,Gendalo/Gehem,Gehem FPU,Gendalo/Gehem,,,Tendering,2017,,Barge floating,FPS,Oil & Gas,Y,Y,,Y,N,"1,793","02/12: Barge-type design with a flat-top deck will have 10 to 12 modules for gas processing and treatment, including separation, utility, living quarters and others. The FPU will measure around 206 metres long, and have a width of around 52 metres."
Southeast Asia,Indonesia,Ganal,Gendalo/Gehem,Gendalo FPU,Gendalo/Gehem,Chevron,,Tendering,2017,,Barge floating,FPS,Oil & Gas,Y,Y,,Y,N,"1,425","02/12: Barge-type design with a flat-top deck will have 10 to 12 modules for gas processing and treatment, including separation, utility, living quarters and others. The FPU will measure around 206 metres long, and have a width of around 52 metres."
Southeast Asia,Indonesia,Natuna Sea Block B,Ikan Pari,PB San Jacinto (ex Putri/Princess),Ikan Pari,,,Removed,1989,1994,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,99,"A $5 MM upgrade was performed in 1994.
able to produce in harsh weather"
Southeast Asia,Indonesia,South East Sumatra (SES),Intan,Peeti,Intan,PTTEP,,Removed,1989,1991,Ship,FSO,,,Y,,,,22,"Formerly named Bongkot FSO.

Unit previously an FPSO used in the Intan Field off Indonesia. Vessel shortened and converted to an FSO in 1992, after explosion/fire at Intan. Forward section became BONGKOT FSO. Remove to Singapore for scrap, replaced by other FSO before end 2000.   Replacement for BONGKOT 1 FSO. Scrap original, due to corroded ballast tanks. Technip, leader of Technip-ITD consortium = mgrs of FSO changeout. ITD = Italian-Thai Devel. ITD operate FSO for 3mos."
Southeast Asia,Indonesia,,Jabung,Federal I FSO,Jabung,PetroChina,,Installed,2006,2016,Ship,FSO,,,,,,,70,"02/11: sold for USD 29.1 million to a consortium of three Indonesian companies- PT Sinar Mentari Prima, PT Multiline Shipping Services and PT Saratoga Sentra Business."
Southeast Asia,Indonesia,,Jabung,Petrocom,Jabung,PetroChina,,Removed,2003,2006,Ship,FSO,,,Y,,,,70,
Southeast Asia,Indonesia,Muara Bakau I,Jangkrik,Jangkrik FPU,Jangkrik,Eni,,Contracted,2017,,Barge floating,FPS,Gas,,Y,,,,500,"The FPU will have 11 modules, excluding a 70-man living quarters module. It will be of the barge-type design, and be non self-propelled. It is set for delivery to produce first oil in 2015, or 24 months after contract award."
Southeast Asia,Indonesia,Kakap,Kakap,Kakap Natuna FPSO,Kakap,ConocoPhillips,,Installed,1986,,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,88,
Southeast Asia,Indonesia,Kakap,Kakap,Badraini,Kakap Natuna Badraini Replacement,,,Removed,2012,2012,Ship,FSO,Oil,,,,,,91,
Southeast Asia,Indonesia,Kakap,Kakap,Berantai (ex East Fortune),Kakap Natuna Temp. Replacement,Petrofac,,Removed,2009,2011,Ship,FPSO,Oil & Gas,Y,Y,N,Y,,91,"8/11 cost to purchase and upgrade East Fortune was USD 65,465,000"
Southeast Asia,Indonesia,Natuna Sea Block B,Kepiting,PB San Jacinto (ex Putri/Princess),Kepiting,,,Removed,1986,1989,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,90,"A $5 MM upgrade was performed in 1994.
able to produce in harsh weather"
Southeast Asia,Indonesia,Natuna Sea Block B,Kepiting,Kepiting FPSO,Kepiting Extension,,,Possible,2016,,Ship,FPSO,Oil,,,,,,90,
Southeast Asia,Indonesia,Malacca Strait,Lalang,Ladinda,Lalang,Kondur,,Installed,1984,2020,Ship,FSO,,N,Y,N,N,N,23,
Southeast Asia,Indonesia,Langsa,Langsa,MV8 Langsa Venture FPSO,Langsa,TAC Pertamina Blue Sky Langsa,,Installed,2001,2017,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,100,
Southeast Asia,Indonesia,Madura Straits Block,Madura BD,Madura BD FPSO,Madura BD,Husky Oil,,Contracted,2017,2027,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,55,"09/12: additional facilities for sulphur treatment needed.
04/12: min storage cap of 370,000 barrels, complete with a metering system for waxy high temperature stabilised condensate and gas processing facilities to treat 110 MMscf/d of gas.
10/10 FEED completed."
Southeast Asia,Indonesia,Sampang,Oyong,Surya Putra Jaya FSO,Oyong FSO,Santos,,Installed,2013,2015,Ship,FSO,Oil & Gas,,,,,,45,Owner and manager is PT Cakra Bahana
Southeast Asia,Indonesia,Sampang,Oyong,Sea Good 101,Oyong Phase I,Santos,,Installed,2007,2015,Barge floating,FPSO,Oil & Gas,Y,,,,,45,
Southeast Asia,Indonesia,Sampang,Oyong,Shanghai FSO,Oyong Phase I,,,Removed,2007,2013,Ship,FSO,Oil & Gas,,Y,,,,45,"Broken Up by Unknown Shipbreakers, Bangladesh of Chittagong in Bangladesh for $440 per LDT (10,600 LDT) $4,664,000 total"
Southeast Asia,Indonesia,,Pagerungan Utara,Brotojoyo FPSO,Pagerungan Utara Offshore (PUO),,RH PetroGas,Removed,2011,2012,Ship,FPSO,,Y,Y,,Y,,90,"09/14: FPSO will remain in yard until Dec. ETA on Teuk Berau field in early Jan 2015. First oil targetted in Feb. FPSO chartered for a firm 18 months plus six monthly options after.
08/14: Upgrade work is slated for completion at the end of October, prior to starting charter with PetroChina on the Teluk Berau field, offshore Salawati Island. Production to start early 2015. 
04/13: Vessel may be offered for PetroChina's Teluk Berau field.
09/10: FPSO in China yard for contract upgrade before heading to PUO, works to end in late September"
Southeast Asia,Indonesia,Poleng,Poleng,MT Gebang (Feb to Apr 2012),Madura Jaya Replacement (Feb to Apr 2012),,,Removed,2011,2012,Ship,FSO,Oil & Gas,,,,,,120,
Southeast Asia,Indonesia,Poleng,Poleng,Pertamina Abherka (From May 2012 onwards),Madura Jaya Replacement (From May 2012),Kodeco,,Installed,2012,2022,Ship,FSO,Oil & Gas,,,,,,120,
Southeast Asia,Indonesia,Poleng,Poleng,Lynda,Poleng - 1970's,,,Removed,1975,1976,Ship,FSO,,,Y,,,,120,
Southeast Asia,Indonesia,Poleng,Poleng,Madura Ayu,Poleng - 1998,Kodeco,,Removed,2000,2003,Ship,FSO,,,Y,,,,120,
Southeast Asia,Indonesia,Poleng,Poleng,Madura Jaya,Poleng Phase II,Kodeco,,Removed,2003,2011,Ship,FSO,Oil,,Y,,,,120,02/11: Sold for recycling.
Southeast Asia,Indonesia,South Natuna Block B,Sembilang,PB San Jacinto (ex Putri/Princess),Sembilang,,,Removed,1994,2007,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,70,"A $5 MM upgrade was performed in 1994.
able to produce in harsh weather"
Southeast Asia,Indonesia,Sepanjang,Sepanjang,Concorde,Sepanjang,,,Removed,2007,2008,Ship,FSO,,,,,,,91,"tanker that replaced FSO Mutiara in Oct '07
production halted in late Dec '07; weather conditions hindering oil lifting from leased FSO Concorde tanker."
Southeast Asia,Indonesia,Sepanjang,Sepanjang,Mutiara,Sepanjang,Kangean Energy,,Removed,2007,2007,Ship,FSO,,,Y,,,,91,
Southeast Asia,Indonesia,Sepanjang,Sepanjang,MT Pradapa,Sepanjang 2010,Kangean Energy,,Removed,2010,2011,Ship,FSO,Oil,,,,,,91,"10/12: Working as a shuttle tanker, transporting the crude from CNOOC SES in the Southeast Sumatra fields to a refinery owned by Pertamina in East Kalimantan, under a three-monthly renewable contract."
Southeast Asia,Indonesia,Salawati Kepala Burung (Island PSC),Teluk Berau,Brotojoyo FPSO,Teluk Berau,,RH PetroGas,Removed,2006,2010,Ship,FPSO,,Y,Y,,Y,,30,"09/14: FPSO will remain in yard until Dec. ETA on Teuk Berau field in early Jan 2015. First oil targetted in Feb. FPSO chartered for a firm 18 months plus six monthly options after.
08/14: Upgrade work is slated for completion at the end of October, prior to starting charter with PetroChina on the Teluk Berau field, offshore Salawati Island. Production to start early 2015. 
04/13: Vessel may be offered for PetroChina's Teluk Berau field.
09/10: FPSO in China yard for contract upgrade before heading to PUO, works to end in late September"
Southeast Asia,Indonesia,Salawati Kepala Burung (Island PSC),Teluk Berau,Brotojoyo FPSO,Teluk Berau 2015,,RH PetroGas,Contracted,2015,2016,Ship,FPSO,,Y,Y,,Y,,30,"09/14: FPSO will remain in yard until Dec. ETA on Teuk Berau field in early Jan 2015. First oil targetted in Feb. FPSO chartered for a firm 18 months plus six monthly options after.
08/14: Upgrade work is slated for completion at the end of October, prior to starting charter with PetroChina on the Teluk Berau field, offshore Salawati Island. Production to start early 2015. 
04/13: Vessel may be offered for PetroChina's Teluk Berau field.
09/10: FPSO in China yard for contract upgrade before heading to PUO, works to end in late September"
Southeast Asia,Indonesia,Kangean,Terang,BW Joko Tole,TSB Phase 1 (Terang),,,Installed,2012,2022,Ship,FPSO,Oil & Gas,Y,N,,N,N,300,"06/12: First gas received.

03/12: Floating production storage and offloading (FPSO) vessel BW Joko Tole was unveiled at Sembawang Shipyard, Singapore, on Saturday, March 17."
Southeast Asia,Indonesia,Senoro-Toili,Tiaka,FSO Raisis,Tiaka Terminal,Pertamina,,Installed,2005,,Ship,FSO,Oil,,,,,,100,Formerly MT Count
Southeast Asia,Indonesia,South Natuna Sea Block B,Udang,Udang FSO,Udang,Pertalahan,,Installed,2005,,Ship,FSO,,N,Y,N,N,N,92,
Southeast Asia,Indonesia,South Natuna Sea Block B,Udang,Udang Natuna,Udang,Pertalahan,,Removed,1978,1990,Ship,FSO,,,Y,,,,91,
Southeast Asia,Indonesia,Makassar Strait PSC,West Seno,West Seno FPU,West Seno,,,Installed,2003,,Barge floating,FPS,Oil & Gas,Y,Y,N,Y,Y,"1,050",
Southeast Asia,Indonesia,Makassar Strait PSC,West Seno,West Seno TLP-A,West Seno,,,Installed,2003,,TLP,Other,,Y,Y,Y,Y,Y,"1,050",
Southeast Asia,Indonesia,South East Sumatra (SES),Widuri,Maxus Widuri,Widuri 1,CNOOC,,Removed,1991,2010,Ship,FSO,,,Y,,,,25,06/11: Unit has been scrapped in the beginning of 2011.
Southeast Asia,Indonesia,South East Sumatra (SES),Widuri,Lentera Bangsa,Widuri FSO,CNOOC,,Removed,2010,2011,Ship,FSO,Oil,,Y,,,,25,"08/11: PT Berlian Laju Tanker's  tanker MV Bramani used as a crude storage facility, as an interim unit while the incumbent FSO Lentera Bangsa undergoes repairs to its heating systems. Bramani is expected to stay under charter until December 2011 at the earliest. 
10/10: Under conversion at Cosco Guangdong Shipyard"
Southeast Asia,Indonesia,South East Sumatra (SES),Widuri,MT Galunggung,Widuri FSO,,,Removed,2011,2013,Ship,FSO,Oil,,,,,,25,
Southeast Asia,Indonesia,South East Sumatra (SES),Widuri,MV Bramani,Widuri FSO,,,Removed,2011,2011,Ship,FSO,Oil,,,,,,25,Used as a temporary solution to restart production at Widuri after FSO Lentera Bangsa caught fire last September
Southeast Asia,Indonesia,South East Sumatra (SES),Widuri,Widuri Federal II FSO,Widuri FSO Replacement,CNOOC,,Installed,2014,2019,Ship,FSO,Oil,,,,,,21,
Southeast Asia,Joint Development,A-18,Cakerawala,Puteri Cakerawala,Cakerawala,CTOC,,Installed,2002,,Ship,FSO,,,Y,,,,61,
Southeast Asia,Joint Development,B-17,MTJDA-B17,Ratu Songkhla,B-17/C-19 JDA (Phase I) B17 FSO,CPOC,,Installed,2010,2026,Ship,FSO,Condensate & Gas,,Y,,,,61,"04/08: FSO conversion award expected by Jun 08.

04/08: M3energy expects to award a FSO conversion contract soon. MMHE and 2 Singapore shipyards, possibly Keppel, bid in the tender. Conversion is expected to complete 1 year after contract award.

11/08 Keppel awarded contract"
Southeast Asia,Malaysia,,,FSU Lekas 1,Lekas Project,Petronas Carigali,,Installed,2013,2033,Ship,FSO,Gas,,,,,,,05/12: Conversion on FSU Lekas set to conclude in mid-2012
Southeast Asia,Malaysia,,,FSU Lekas 2,Lekas Project,Petronas Carigali,,Installed,2013,2033,Ship,FSO,Gas,,,,,,,"storage capacity of 130,000 cu.m"
Southeast Asia,Malaysia,North Sabah EOR Development PSC,,North Sabah EOR CEOR vessel 2,North Sabah EOR Development,,,Possible,2018,,Ship,Other,,,,,,,,"12/13: A bigger unit to replace St Joseph CEOR, if pilot project is successful."
Southeast Asia,Malaysia,PM318,Abu Cluster,Abu FSO,Abu Cluster,Petronas Carigali,,Installed,2007,2017,Ship,FSO,Oil,,Y,,,,61,
Southeast Asia,Malaysia,SK-6,Balai Cluster RSC,Balai Cluster FPSO,Balai Cluster - Permanent FPSO,Roc Oil,,Possible,2017,,Ship,FPSO,,,,,,,61,
Southeast Asia,Malaysia,SK-6,Balai Cluster RSC,EPV Balai Mutiara,Balai Cluster Early Production,Roc Oil,,Installed,2013,,Ship,FPSO,Oil & Gas,,,,,,61,"04/13: To be on site by June 2013.

Mooring: Hawser Assist DP System"
Southeast Asia,Malaysia,PM316,Banang,Banang FSO,Phase II Banang 2014,,,Installed,2014,,Ship,FSO,Oil,,,,,,60,
Southeast Asia,Malaysia,SK-15,Baram,Armada Perkasa,Baram,Afren Energy,,Removed,2005,2006,Ship,FPSO,Oil & Gas,Y,Y,,Y,N,52,"The floater has a storage capacity of 360,000 barrels of crude oil and its total liquid processing capacity has increased from 27,000 b/d to 35,000 b/d, after it underwent de-bottlenecking.

10/12: contract extended bu 1 year. day rate around USD 90,000. Production has declined to 16,400 b/d."
