FieldsBase Pipeline Search - Data Download,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:14 for Dirk Rook,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Start region,End region,Start country,End country,Start block,End block,Start field,End field,Start water depth (m),End water depth (m),Project,Operator,Status,Type,Function,Product,Diameter (inch),Length (km),Installation year,Remark
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Lukami,Moko,16,16,Lukami,Zaire Gulf Oil,Installed,Flowline,Production,Oil,4,4,1990,Satellite Platform Exports Via Pipeline To Lukami
West Africa,,"Congo, Democratic Republic of",,,,Lukami,,30,30,Lukami,Zaire Gulf Oil,Installed,Flowline,Production,,6,3,1997,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,1,1975,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,1,1975,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,GCO,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Injection,Water,16,14,1975,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,GCO,25,25,Mibale,Zaire Gulf Oil,Installed,Flowline,Injection,Gas,20,2,1975,Four Platform Complex Exporting Oil Via Shuttle Tanker
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Injection,Gas,12,1,1975,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,GCO,25,25,Mibale,Zaire Gulf Oil,Installed,Flowline,Injection,Gas,8,3,1975,Four Platform Complex Exporting Oil Via Shuttle Tanker
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,GCO,25,25,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,5,1,1975,Four Platform Complex Exporting Oil Via Shuttle Tanker
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Injection,Water,8,1,1978,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Injection,Water,10,2,1978,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Motoba,10,10,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,4,6,1981,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,2,1981,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,1,1981,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mwambe,5,5,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,5,1982,Satellite Platform Exporting Hydrocarbons Via Pipeline To Mibale
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,0,1983,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Flowline,Production,Oil/Gas,8,2,1985,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,6,6,Mibale,Chevron,Installed,Flowline,Production,Oil,8,1,1992,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,9,9,Mibale,Zaire Gulf Oil,Installed,Exportline,Production,Oil,,0,1995,Eleven Platform Complex Exporting Via Pipeline To Gco
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,15,15,Mibale,Chevron,Installed,Exportline,Production,,18,8,1998,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mibale,Mibale,15,15,Mibale,Chevron,Installed,Flowline,Production,,8,5,1998,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Moko,Lukami,16,16,Moko,Zaire Gulf Oil,Installed,Flowline,Injection,Gas,8,4,1990,Satellite Platform Exports Via Pipeline To Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Mibale,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Injection,Gas,8,6,1981,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Lukami,12,12,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,2,1985,Seven Platform Complex Exporting Hydrocarbons Via Pipeline To
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Lukami,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,4,1986,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Motoba,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,2,1986,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Motoba,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Gas,8,1,1987,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Motoba,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,1,1988,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Motoba,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,2,1989,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,,"Congo, Democratic Republic of",,,,Motoba,,11,11,Motoba,Chevron,Installed,Flowline,Production,Gas,4,1,1989,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Motoba,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Gas,8,4,1989,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Motoba,10,10,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Oil,4,4,1989,Nine Platform Complex Exporting Oil Via Pipeline To Mibale/Lukami
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Motoba,9,9,Motoba,Chevron,Installed,Flowline,Production,Oil,4,2,1992,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Motoba,Lukami,14,14,Motoba,Chevron,Installed,Flowline,Production,Oil,4,2,1992,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,17,Motoba,Antonio,12,12,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,3,1993,
West Africa,,"Congo, Democratic Republic of",,,,Motoba,,30,30,Motoba,Zaire Gulf Oil,Installed,Flowline,Production,,8,5,1997,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Mwambe,Mibale,5,5,Mwambe,Zaire Gulf Oil,Installed,Flowline,Injection,Gas,8,5,1980,Satellite Platform Exporting Hydrocarbons Via Pipeline To Mibale
West Africa,,"Congo, Democratic Republic of",,,,Tshiala,,18,18,Tshiala,Zaire Gulf Oil,Installed,Flowline,Production,Oil,8,6,1994,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Tshiala,Tshiala,9,9,Tshiala,Chevron,Installed,Exportline,Production,Oil/Gas,12,2,1996,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Tshiala,Tshiala,9,9,Tshiala,Chevron,Installed,Flowline,Injection,Gas,6,2,1996,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Tshiala,Tshiala,9,9,Tshiala,Chevron,Installed,Flowline,Production,,10,11,1996,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Tshiala,Tshiala,9,9,Tshiala,Chevron,Installed,Flowline,Injection,Water,8,2,1996,
West Africa,West Africa,"Congo, Democratic Republic of","Congo, Democratic Republic of",,,Tshiala,Tshiala,9,9,Tshiala,Chevron,Installed,Exportline,Production,,20,8,1996,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,C-26,CI-26,Acajou,Espoir,930,930,Acajou,CNR International,Planned,Flowline,Production,Oil,10,10,2017,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,C-26,Espoir,Acajou,930,930,Acajou,CNR International,Planned,Umbilical,,,,10,2017,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-202,CI-202,Addax,Gazelle,50,40,Addax,Azonto Petroleum,Possible,Exportline,Production,Oil,8,5,2017,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-40,Baobab,Baobab,"1,539","1,539",Baobab,CNR International,Installed,Flowline,Production,Oil,12,11,2005,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-40,Baobab,Baobab,"1,539","1,539",Baobab,CNR International,Installed,Flowline,Production,Oil,12,11,2005,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-26,Baobab,Espoir,"1,539",119,Baobab,CNR International,Installed,Flowline,Production,Gas,6,15,2005,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-40,Baobab,Baobab,"1,539","1,539",Baobab,CNR International,Installed,Flowline,Production,Oil,12,11,2005,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-40,Baobab,Baobab,"1,539","1,539",Baobab,CNR International,Installed,Flowline,Injection,Gas,6,11,2005,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-40,Baobab,Baobab,"1,539","1,539",Baobab,CNR International,Installed,Flowline,Injection,Water,10,11,2005,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-40,Baobab,Baobab,970,"1,540",Baobab Phase III,CNR International,Construction,Umbilical,,,2,10,2015,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-40,CI-40,Baobab,Baobab,"1,540",970,Baobab Phase III,CNR International,Construction,Flowline,,,12,10,2015,
West Africa,,Cote d'Ivoire,,,,Belier,,60,0,Belier,ExxonMobil,Installed,Exportline,Production,Gas,10,19,1980,
West Africa,,Cote d'Ivoire,,,,Belier,,91,,Belier,ExxonMobil,Installed,Exportline,Production,Oil,30,2,1980,
West Africa,,Cote d'Ivoire,,,,Belier,,91,,Belier,ExxonMobil,Installed,Exportline,Production,Oil,42,2,1980,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,85,82,Espoir,ConocoPhillips,Installed,Exportline,Production,Oil,12,3,1982,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,112,85,Espoir,ConocoPhillips,Installed,Flowline,Production,Oil,8,9,1982,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,111,85,Espoir,ConocoPhillips,Installed,Flowline,Production,Oil,8,9,1982,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,140,85,Espoir,ConocoPhillips,Installed,Flowline,Production,Oil,8,5,1982,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,138,85,Espoir,ConocoPhillips,Installed,Flowline,Production,Oil,8,5,1982,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,151,85,Espoir,ConocoPhillips,Installed,Flowline,Production,Oil,8,4,1982,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,151,85,Espoir,ConocoPhillips,Installed,Flowline,Production,Oil,8,6,1982,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,137,85,Espoir,ConocoPhillips,Installed,Flowline,Production,Oil,8,6,1982,
West Africa,,Cote d'Ivoire,,,,,,20,20,Espoir,CNR International,Installed,Flowline,Production,Oil,8,13,1991,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,131,120,Espoir Redevelopment Phase 1 (East Espoir),CNR International,Installed,Flowline,Production,Oil,12,1,2001,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,131,120,Espoir Redevelopment Phase 1 (East Espoir),CNR International,Installed,Flowline,Production,Water,8,1,2001,
West Africa,,Cote d'Ivoire,,CI-26,,Espoir,,110,0,Espoir Redevelopment Phase 1 (East Espoir),Ranger,Installed,Exportline,Production,Gas,8,20,2001,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,131,120,Espoir Redevelopment Phase 1 (East Espoir),CNR International,Installed,Flowline,Injection,Gas,4,1,2001,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,122,110,Espoir Redevelopment Phase 1 (East Espoir),Ranger,Installed,Exportline,Production,Oil/Gas,16,15,2002,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,122,85,Espoir Redevelopment Phase 2 (West Espoir),CNR International,Installed,Flowline,Production,Oil,10,2,2006,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,122,85,Espoir Redevelopment Phase 2 (West Espoir),CNR International,Installed,Flowline,Production,Oil,10,2,2006,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,122,85,Espoir Redevelopment Phase 2 (West Espoir),CNR International,Installed,Flowline,Production,Oil,10,2,2006,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-26,CI-26,Espoir,Espoir,122,120,Espoir Redevelopment Phase 2 (West Espoir),Ranger,Installed,Flowline,Production,Oil,12,6,2006,
West Africa,,Cote d'Ivoire,,CI-27,,Foxtrot,,99,0,Foxtrot,"Apache, Foxtrot International",Installed,Exportline,Production,Condensate,4,19,1998,
West Africa,,Cote d'Ivoire,,CI-27,,Foxtrot,,99,0,Foxtrot,"Apache, Foxtrot International",Installed,Exportline,Production,Gas,12,19,1998,
West Africa,,Cote d'Ivoire,,CI-202,,Gazelle,,50,0,Gazelle,Azonto Petroleum,Cancelled,Exportline,,Oil,8,30,2014,Will go to shore
West Africa,,Cote d'Ivoire,,CI-202,,Gazelle,,50,0,Gazelle,Azonto Petroleum,Tendering,Exportline,,Gas,10,10,2016,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-202,CI-202,Hippo-Bubale,Gazelle,50,40,Hippo-Bubale,Azonto Petroleum,Planned,Exportline,,Gas,8,10,2017,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-202,CI-202,Hippo-Bubale,Gazelle,50,50,Hippo-Bubale,Azonto Petroleum,Planned,Flowline,Production,Oil/Gas,14,5,2017,
West Africa,,Cote d'Ivoire,,,,,,50,0,Ivory Coast FSRU,Petroci,Construction,Exportline,,,20,12,2016,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-01,CI-101,Kudu/Ibex/Eland,Kudu/Ibex/Eland,50,50,Kudu/Ibex/Eland,Afren Energy,Planned,Exportline,Production,Gas/Condensate,8,18,2017,03/08: Pipeline to carry gas from Eland to Kudu.
West Africa,,Cote d'Ivoire,,CI-101,,Kudu/Ibex/Eland,,50,0,Kudu/Ibex/Eland,Afren Energy,Planned,Exportline,Production,Gas,10,72,2017,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-01,CI-01,Kudu/Ibex/Eland,Kudu/Ibex/Eland,50,50,Kudu/Ibex/Eland,Devon Energy,Planned,Exportline,Production,Gas,4,8,2017,
West Africa,,Cote d'Ivoire,,CI-01,,Kudu/Ibex/Eland,,50,0,Kudu/Ibex/Eland,Devon Energy,Planned,Exportline,Production,Oil,6,98,2017,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-27,CI-27,Mahi,Foxtrot,113,99,Marlin (Mahi),Foxtrot International,Construction,Exportline,Production,Oil,4,8,2014,
West Africa,,Cote d'Ivoire,,CI-27,,Mahi,,113,0,Marlin (Mahi),Foxtrot International,Construction,Exportline,Production,Oil,4,70,2014,
West Africa,,Cote d'Ivoire,,CI-27,,Mahi,,100,0,Marlin (Mahi),Foxtrot International,Planned,Exportline,,Gas,14,70,2018,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-27,CI-27,Mahi,Foxtrot,113,99,Marlin (Mahi),Foxtrot International,Planned,Exportline,Production,Gas,14,8,2018,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-11,CI-11,Panthere,Panthere,72,79,Panthere,UMC,Installed,Flowline,Production,Gas,8,4,1995,Paragon Engr designing.
West Africa,,Cote d'Ivoire,,CI-11,,Panthere,,79,0,Panthere,UMC,Installed,Exportline,Production,Gas,14,100,1995,Paragon Engr designing.
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-11,CI-11,Panthere,Lion,79,72,Panthere,UMC,Installed,Flowline,Production,Gas,8,2,1995,Paragon Engr designing.
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-11,CI-11,Panthere,Lion,79,72,Panthere,UMC,Installed,Flowline,Production,Methanol,2,2,1995,Paragon Engr designing.
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-11,CI-11,Panthere,Panthere,72,79,Panthere,UMC,Installed,Flowline,Production,Methanol,2,4,1995,Paragon Engr designing.
West Africa,,Cote d'Ivoire,,CI-11,,Panthere,,79,0,Panthere,UMC,Installed,Exportline,Production,Oil,8,100,1997,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-11,CI-11,Panthere,Panthere,54,61,Panthere,UMC,Installed,Flowline,Production,,8,3,1997,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-11,CI-11,Panthere,Panthere,54,61,Panthere,UMC,Installed,Flowline,Production,,6,3,1997,
West Africa,West Africa,Cote d'Ivoire,Cote d'Ivoire,CI-11,CI-11,Panthere,Panthere,54,61,Panthere,UMC,Installed,Flowline,Production,,2,3,1997,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,G,G,Akom North (G-19),Okume Complex,359,359,Akom North,Hess,Installed,Exportline,Production,Oil,4,10,2012,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,G,G,Okume Complex,Akom North (G-19),359,359,Akom North,Hess,Installed,Umbilical,,,,10,2012,3Km Southeast Of Ebano. Encountered 162 Ft Of Net Oil Pay.
West Africa,,Equatorial Guinea,,Alba,,Alba,,76,0,Alba,Walter Oil & Gas,Installed,Exportline,Production,Oil,10,30,1991,
West Africa,,Equatorial Guinea,,Alba,,Alba,,76,0,Alba,Walter Oil & Gas,Installed,Exportline,Production,,2,30,1991,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,75,75,Alba,CMS Nomeco,Installed,Flowline,Production,Gas,8,4,2000,"Global = EPC contract.
with 4-in.piggybacked vlowline"
West Africa,,Equatorial Guinea,,Alba,,Alba,,75,0,Alba,CMS Nomeco,Installed,Exportline,Production,Gas,20,32,2000,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,75,75,Alba,CMS Nomeco,Installed,Flowline,Production,Gas,10,4,2000,Global = EPC contract.
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,74,74,Alba Phase II,Marathon,Installed,Exportline,Production,Gas,24,10,2003,Phase 2A expansion of existing Alba field.
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,74,74,Alba Phase II,Marathon,Installed,Exportline,Production,Gas,24,10,2003,Phase 2A expansion of existing Alba field.
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,74,74,Alba Phase II,Marathon,Installed,Flowline,Production,Gas,6,4,2003,2A Increase Condensate Completed 2003. 2B Increase Lpg Compression
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,74,74,Alba Phase II,Marathon,Installed,Exportline,Production,Gas,24,10,2003,Phase 2A expansion of existing Alba field.
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,74,74,Alba Phase II,Marathon,Installed,Flowline,Production,Oil,10,10,2004,2A Increase Condensate Completed 2003. 2B Increase Lpg Compression
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,Alba,Alba,Alba,Alba,74,74,Alba Phase II,Marathon,Installed,Umbilical,Production,Gas,0,10,2004,2A Increase Condensate Completed 2003. 2B Increase Lpg Compression
West Africa,,Equatorial Guinea,,Alba,,Alba,,74,74,Alba Phase II,Marathon,Installed,Exportline,Production,Gas,14,31,2004,2A Increase Condensate Completed 2003. 2B Increase Lpg Compression
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,O,I,Alen (ex-Belinda),Aseng,74,74,Alen (ex-Belinda),Noble Energy,Installed,Exportline,Production,Condensate,10,24,2012,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,O,O,Alen (ex-Belinda),Alen (ex-Belinda),76,76,Alen (ex-Belinda),Noble Energy,Installed,Flowline,Injection,Gas,8,1,2013,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,O,O,Alen (ex-Belinda),Alen (ex-Belinda),76,76,Alen (ex-Belinda),Noble Energy,Installed,Umbilical,,,,1,2013,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,I,I,Aseng,Aseng,951,945,Aseng (ex Benita),Noble Energy,Installed,Umbilical,,,,80,2011,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,I,I,Aseng,Aseng,945,951,Aseng (ex Benita),Noble Energy,Installed,Flowline,Production,Oil,6,1,2011,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,I,I,Aseng,Aseng,74,951,Aseng (ex Benita),Noble Energy,Installed,Flowline,Production,Oil,8,2,2011,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,,I,,Aseng,,951,Aseng (ex Benita),Noble Energy,Installed,Flowline,Injection,Water,6,1,2011,
West Africa,,Equatorial Guinea,,,,Bioko Island,,0,40,Bioko Island,CMS Nomeco,Installed,Flowline,Production,LPG,6,1,1996,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,800","1,536",Block R FLNG Phase 1,Ophir Energy,Planned,Flowline,,Gas,8,2,2017,
West Africa,,Equatorial Guinea,,,,,,"1,536",0,Block R FLNG Phase 1,Ophir Energy,Cancelled,Trunkline,,,20,150,2017,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,536","1,800",Block R FLNG Phase 1,Ophir Energy,Planned,Umbilical,,,,2,2017,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,800","1,536",Block R FLNG Phase 2,Ophir Energy,Planned,Umbilical,,,2,5,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,800","1,536",Block R FLNG Phase 2,Ophir Energy,Planned,Flowline,,,8,5,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,750","1,536",Block R FLNG Phase 2,Ophir Energy,Planned,Flowline,,,8,10,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,536","1,750",Block R FLNG Phase 2,Ophir Energy,Planned,Umbilical,,,2,10,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,536","1,800",Block R FLNG Phase 2,Ophir Energy,Planned,Umbilical,,,2,5,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,800","1,536",Block R FLNG Phase 2,Ophir Energy,Planned,Flowline,,,8,5,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,536","1,450",Block R FLNG Phase 2,Ophir Energy,Planned,Umbilical,,,2,12,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,750","1,536",Block R FLNG Phase 2,Ophir Energy,Planned,Flowline,,,8,30,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,750","1,536",Block R FLNG Phase 2,Ophir Energy,Planned,Umbilical,,,2,30,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,R (ex-Block E),R (ex-Block E),Block R,Block R,"1,450","1,536",Block R FLNG Phase 2,Ophir Energy,Planned,Flowline,,,8,12,2021,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,O,I,Carla,Aseng,579,951,Carla,Noble Energy,Planned,Flowline,,Oil,6,24,2016,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,I,O,Aseng,Carla,951,579,Carla,Noble Energy,Planned,Umbilical,,,0,24,2016,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,I,O,Aseng,Carmen,951,45,Carmen,Noble Energy,Possible,Umbilical,,,2,8,2017,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,O,I,Carmen,Aseng,45,951,Carmen,Noble Energy,Possible,Exportline,Production,Oil,8,8,2017,
West Africa,West Africa,Equatorial Guinea,Equatorial Guinea,G,G,Ceiba,Ceiba,850,850,Ceiba Phase 1,Hess,Installed,Umbilical,Production,Gas,0,30,2000,Upgrade Of Fpso:'Sendje Berge'Replaced With Sendje
