FieldsBase Pipeline Search - Data Download,,,,,,,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:14 for Dirk Rook,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Start region,End region,Start country,End country,Start block,End block,Start field,End field,Start water depth (m),End water depth (m),Project,Operator,Status,Type,Function,Product,Diameter (inch),Length (km),Installation year,Remark
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,20,20,Khuff Gas,ADNOC,Installed,Exportline,Production,,,15,1985,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,20,20,Khuff Gas,ADNOC,Installed,Exportline,Production,,,15,1985,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,20,20,Khuff Gas,ADNOC,Installed,Exportline,Production,,,15,1985,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,20,20,Khuff Gas,ADNOC,Installed,Exportline,Production,Gas,,15,1985,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,20,28,Khuff Gas,ADNOC,Installed,Exportline,Production,Gas,,30,1985,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Umm Shaif,30,20,Khuff Gas,ADNOC,Installed,Trunkline,Production,Gas,20,42,1991,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,44,30,Khuff Gas,ADNOC,Installed,Flowline,Production,Gas,8,2,1991,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,30,30,Khuff Gas,ADNOC,Installed,Flowline,Production,Gas,8,5,1991,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,40,30,Khuff Gas,ADNOC,Installed,Flowline,Production,Gas,8,2,1991,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,29,30,Khuff Gas,ADNOC,Installed,Flowline,Production,Gas,8,3,1991,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,30,30,Khuff Gas,ADNOC,Installed,Exportline,Production,Gas,20,0,1991,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Abu Al Bu Khoosh,46,46,Khuff Gas,Total,Installed,Exportline,Production,Oil,18,5,1993,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,Ruwais,Abu Al Bu Khoosh,Das Island,28,28,Khuff Gas,Total,Installed,Exportline,Production,Oil/Gas,10,44,2002,Central Processing/Production Complex Of Four Platforms With Eight
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,30,25,Khuff Gas,Adma-Opco,Installed,Exportline,Production,Gas,40,19,2003,Either NPCC or JRM.
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Abu Al Bu Khoosh,Umm Shaif,30,30,Khuff Gas,Adma-Opco,Installed,Trunkline,Production,Gas,30,43,2004,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarek,Mubarek,65,65,Mubarek,Crescent,Installed,Exportline,Production,Oil,,,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarek,Mubarek,65,65,Mubarek,Crescent,Installed,Exportline,Production,Oil,,,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarek,Mubarek,66,66,Mubarek,Crescent,Installed,Flowline,Production,Water,8,2,1988,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarek,Mubarek,66,66,Mubarek,Crescent,Installed,Flowline,Production,Water,8,3,1988,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarek,Mubarek,15,15,Mubarek,ADOC,Installed,Flowline,Production,Oil,8,5,1991,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarek,Mubarek,65,65,Mubarek,Crescent,Installed,Exportline,Production,Gas,16,1,1992,Three Wellhead + Two Production/Accommodation Platforms With Export
Middle East,,United Arab Emirates,,,,Mubarek,,65,65,Mubarek,Crescent,Installed,Exportline,Production,Oil,16,92,1992,Term Pt. is Dugas.
Middle East,,United Arab Emirates,,,,Mubarek,,65,0,Mubarek,Crescent,Installed,Trunkline,Production,Gas,30,50,2005,Three Wellhead + Two Production/Accommodation Platforms With Export to Saaja.
Middle East,,United Arab Emirates,,,,Mubarraz,,20,0,Mubarraz,ADNOC,Installed,Exportline,Production,Gas,16,15,1973,Pipe terminates at Mubarraz Island.
Middle East,,United Arab Emirates,,,,Mubarraz,,20,0,Mubarraz,ADNOC,Installed,Exportline,Production,Gas,16,15,1973,Pipe terminates at Mubarraz Island.
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarraz,Mubarraz,0,20,Mubarraz,ADOC,Installed,Exportline,Production,Oil,14,34,1989,
Middle East,,United Arab Emirates,,,,Mubarraz,,20,20,Mubarraz,ADNOC,Installed,Exportline,Production,Oil/Gas,16,7,1995,Two Wellhead Platforms Offshore Mubarraz Island Produce Oil Via
Middle East,,United Arab Emirates,,,,Mubarraz,,20,20,Mubarraz,ADNOC,Installed,Exportline,Production,Oil,16,7,1995,Two Wellhead Platforms Offshore Mubarraz Island Produce Oil Via
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarraz,Mubarraz,20,0,Mubarraz,ADOC,Installed,Exportline,Production,,14,35,2000,"Part of Zero Flaring Project, incl mods/hookups on existing CFP, CDP, AAP, CAP platforms."
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Mubarraz,Mubarraz,20,0,Mubarraz,ADOC,Installed,Exportline,Production,,8,35,2000,"Part of Zero Flaring Project, incl mods/hookups on existing CFP, CDP, AAP, CAP platforms."
Middle East,,United Arab Emirates,,,,,,,20,Mubarraz 2010,ADOC,Installed,Flowline,Production,Oil,12,2,2010,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Gas,4,5,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Exportline,Injection,Water,20,5,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Gas,4,7,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Trunkline,Production,Oil,36,20,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Water,8,6,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Exportline,Production,Oil,16,68,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Exportline,Injection,Water,20,4,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Gas,4,4,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Water,18,4,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Gas,4,4,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Exportline,Injection,Water,24,7,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Water,12,7,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Gas,6,7,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Flowline,Injection,Gas,4,7,2019,
Middle East,,United Arab Emirates,,,,Nasr,,18,,Nasr Full Field Development (Phase 2),Adma-Opco,Construction,Exportline,Injection,Water,18,7,2019,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Nasr,Nasr,20,20,Nasr Phase 1,Adma-Opco,Installed,Exportline,Production,Oil/Condensate,20,39,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Nasr,Nasr,20,20,Nasr Phase 1,Adma-Opco,Installed,Flowline,Production,Oil/Condensate,18,4,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Nasr,25,20,Nasr Phase 1,Adma-Opco,Installed,Flowline,Injection,Water,20,32,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Nasr,Nasr,20,20,Nasr Phase 1,Adma-Opco,Installed,Flowline,Injection,Water,10,4,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Nasr,Nasr,20,20,Nasr Water Injection 14-in pipeline,Adma-Opco,Installed,Flowline,Injection,Water,14,9,2013,
Middle East,,United Arab Emirates,,,,,,0,30,Off Abu Dhabi - Das Island flange pit,Adma-Opco,Installed,Flowline,Production,Water,10,6,1999,CSO = design/supply/install. Local subcontractors used for onshore work & offshore trenching. Fluid comes from existing sour water de-oiling plant.
Middle East,,United Arab Emirates,,,,,,5,0,Platform GA-2/4,ADOC,Installed,Flowline,Production,Oil,6,1,1995,
Middle East,,United Arab Emirates,,,,,,5,0,Platform GA-2/4,ADOC,Installed,Flowline,Production,Gas,4,1,1995,
Middle East,,United Arab Emirates,,,,RAK B,,97,97,RAK B tie-back to Saleh,DNO,Planned,Flowline,Production,Oil,6,3,2016,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Rashid,Southwest Fateh,40,46,Rashid,Dubai Petroleum,Installed,Exportline,Production,Gas,8,27,1979,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Rashid,Rashid,18,18,Rashid,Dubai Petroleum,Installed,Flowline,Production,Gas,10,3,1983,
Middle East,,United Arab Emirates,,,,Rashid,,18,0,Rashid,Dubai Petroleum,Installed,Exportline,Production,Gas,16,69,1983,
Middle East,,United Arab Emirates,,,,Rashid,,18,0,Rashid,Dubai Petroleum,Installed,Exportline,Production,Oil,12,2,1983,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Saleh,Saleh,98,30,Saleh,Chevron,Installed,Exportline,Production,Oil,12,34,1983,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Saleh,Saleh,98,98,Saleh,Chevron,Installed,Exportline,Production,Gas,20,0,1983,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Saleh,Saleh,98,98,Saleh,Chevron,Installed,Flowline,Production,Oil,6,3,1983,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Saleh,Saleh,98,98,Saleh,Chevron,Installed,Flowline,Production,Oil,6,2,1983,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah,Satah,17,17,Satah,UDECO,Installed,Flowline,Production,Oil,6,10,1987,
Middle East,,United Arab Emirates,,,,Satah,,17,17,Satah,UDECO,Installed,Flowline,Production,Gas,10,1,1987,
Middle East,,United Arab Emirates,,,,Satah,,24,24,Satah,ZADCO,Installed,Trunkline,Production,Oil,36,35,1987,Feb 2005-4 Subsea Pipelines 20Km Long Planned To Be Installed Btwn
Middle East,,United Arab Emirates,,,,Satah,,17,17,Satah,UDECO,Installed,Exportline,Production,Gas,12,1,1987,
Middle East,,United Arab Emirates,,,,Satah,,24,17,Satah,UDECO,Installed,Exportline,Production,Oil,14,58,1987,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah,Arzanah,24,24,Satah,ZADCO,Installed,Exportline,Production,Oil,16,20,2007,Feb 2005-4 Subsea Pipelines 20Km Long Planned To Be Installed Btwn
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah,Arzanah,24,24,Satah,ZADCO,Installed,Exportline,Production,Oil,16,20,2007,Feb 2005-4 Subsea Pipelines 20Km Long Planned To Be Installed Btwn
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah,Arzanah,24,24,Satah,ZADCO,Installed,Exportline,Production,Oil,16,20,2007,Feb 2005-4 Subsea Pipelines 20Km Long Planned To Be Installed Btwn
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah,Arzanah,24,24,Satah,ZADCO,Installed,Exportline,Production,Oil/Gas,16,20,2007,Feb 2005-4 Subsea Pipelines 20Km Long Planned To Be Installed Btwn
Middle East,,United Arab Emirates,,,,Satah Al Raz Boot (SARB),,,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,,Gas,36,3,2015,
Middle East,,United Arab Emirates,,,,Satah Al Raz Boot (SARB),,,21,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,Production,Oil/Gas/Condensate,26,34,2015,03/2013:  the 26-in well fluid pipeline from Artificail Island S1 to Zirku Island; to be installed in a trench at Zirku Island
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Flowline,Production,Oil,48,10,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,Production,Oil/Gas/Condensate,26,33,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,Injection,Gas,14,33,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,16,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,,Gas,36,3,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,Production,Oil,20,34,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,Injection,Water,13,8,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,Injection,Gas,14,34,2015,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Satah Al Raz Boot (SARB),Satah Al Raz Boot (SARB),20,20,Satah Al Raz Boot (SARB),Adma-Opco,Construction,Exportline,Injection,Water,18,34,2015,
Middle East,,United Arab Emirates,,,,Satah,,20,24,Satah Full Field Development,ZADCO,Installed,Flowline,Production,Gas,10,3,2012,
Middle East,,United Arab Emirates,,,,Satah,,20,24,Satah Full Field Development,ZADCO,Installed,Flowline,Production,Oil,10,3,2012,
Middle East,,United Arab Emirates,,,,Satah,,24,,Satah Full Field Development,ZADCO,Installed,Flowline,Production,Oil,10,3,2012,
Middle East,,United Arab Emirates,,,,Satah,,20,24,Satah Full Field Development,ZADCO,Installed,Flowline,Production,Oil,10,3,2012,
Middle East,,United Arab Emirates,,,,Satah,,20,24,Satah Full Field Development,ZADCO,Installed,Flowline,Injection,Gas,6,5,2012,
Middle East,,United Arab Emirates,,,,Satah,,20,24,Satah Full Field Development,ZADCO,Installed,Flowline,Production,Gas,24,57,2013,
Middle East,,United Arab Emirates,,,,Satah,,20,24,Satah Full Field Development,ZADCO,Installed,Flowline,Injection,Gas,12,57,2013,
Middle East,,United Arab Emirates,,,,Satah,,20,24,Satah Full Field Development,ZADCO,Installed,Flowline,Injection,Gas,12,5,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,45,46,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Water,12,1,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,39,45,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Oil,16,3,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,46,46,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Oil,20,2,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,45,46,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Water,12,2,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,46,46,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Oil,20,2,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,45,46,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Oil,16,1,1980,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Falah,38,58,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,12,14,1983,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Falah,38,58,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Oil,20,14,1983,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Rashid,40,40,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,18,30,1986,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,40,40,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,24,0,1986,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,40,40,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,12,0,1986,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,46,40,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,24,0,1986,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,46,40,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,30,3,1986,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,40,40,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,20,17,1986,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,40,40,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,12,2,1986,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Southwest Fateh,47,47,Southwest Fateh,Dubai Petroleum,Installed,Exportline,Production,Gas,20,17,1988,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Southwest Fateh,Fateh,48,55,"Southwest Fateh, SW Fateh & Falah Pipeline Replacement",Dubai Petroleum,Installed,Exportline,Production,Gas,12,16,1979,
Middle East,,United Arab Emirates,,,,Southwest Fateh,,45,46,SW Fateh & Falah Pipeline Replacement,Dubai Petroleum,Installed,Exportline,Injection,Water,18,2,2012,06/12: replacement of existing water injection pipeline
Middle East,,United Arab Emirates,,,,Southwest Fateh,,,,SW Fateh & Falah Pipeline Replacement,Dubai Petroleum,Installed,Exportline,Injection,Water,18,2,2012,06/12: replacement of existing water injection pipeline
Middle East,,United Arab Emirates,,,,Southwest Fateh,,48,55,SW Fateh & Falah Pipeline Replacement,Dubai Petroleum,Installed,Exportline,Production,Gas,12,16,2012,06/12: replacement of existing gas line
Middle East,,United Arab Emirates,,,,Southwest Fateh,,45,46,SW Fateh & Falah Pipeline Replacement,Dubai Petroleum,Installed,Exportline,Injection,Water,18,2,2012,06/12: replacement of existing water injection pipeline
Middle East,,United Arab Emirates,,,,Southwest Fateh,,45,46,SW Fateh & Falah Pipeline Replacement,Dubai Petroleum,Installed,Exportline,Injection,Water,18,2,2012,06/12: replacement of existing water injection pipeline
Middle East,,United Arab Emirates,,,,Southwest Fateh,,46,,SW Fateh & Falah Pipeline Replacement,Dubai Petroleum,Installed,Exportline,Injection,Water,18,2,2013,06/12: replacement of existing water injection pipeline
Middle East,,United Arab Emirates,,,,,,,25,Tankfarm manifold,Vopak ENOC Fujairah,Installed,Exportline,Production,,24,3,2002,Van Oord ACZ B.V. is a consortium partner of Bluewater. Start-up late 2002.
Middle East,,United Arab Emirates,,,,,,,25,Tankfarm manifold,Vopak ENOC Fujairah,Installed,Exportline,Production,,24,3,2002,Van Oord ACZ B.V. is a consortium partner of Bluewater. Start-up late 2002.
Middle East,,United Arab Emirates,,,,Umm Al-Dalkh,,15,0,Umm Al-Dalkh,UDECO,Installed,Exportline,Production,Oil,,50,1982,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Al-Dalkh,20,22,Umm Lulu Phase I,Adma-Opco,Installed,Flowline,Production,Oil,12,16,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase I,Adma-Opco,Installed,Flowline,Production,Oil,14,3,2013,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Exportline,Production,Oil,18,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Flowline,Production,Oil,10,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Flowline,Production,Oil/Gas,10,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Flowline,Production,Oil/Gas,10,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Flowline,Production,Gas,10,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Exportline,Production,Oil,20,125,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Flowline,Production,Gas,10,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Flowline,Production,Oil,10,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Lulu,Umm Lulu,20,20,Umm Lulu Phase II,Adma-Opco,Construction,Flowline,Production,Oil,12,13,2014,Package 1
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,15,25,Umm Shaif,Adma-Opco,Installed,Trunkline,Production,Oil,36,36,1991,
Middle East,,United Arab Emirates,,,,Umm Shaif,,15,0,Umm Shaif,ADNOC,Installed,Trunkline,Production,Oil,36,35,1992,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,37,37,Umm Shaif,Adma-Opco,Installed,Exportline,Production,Gas,24,18,1993,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,15,25,Umm Shaif,ADNOC,Installed,Trunkline,Production,Oil,36,37,1993,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,23,27,Umm Shaif,Adma-Opco,Installed,Flowline,Injection,Water,6,4,1995,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,18,20,Umm Shaif,Adma-Opco,Installed,Flowline,Injection,Water,6,4,1995,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,20,23,Umm Shaif,Adma-Opco,Installed,Flowline,Injection,Water,6,1,1995,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,18,20,Umm Shaif,Adma-Opco,Installed,Flowline,Injection,Water,6,3,1995,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,19,23,Umm Shaif,Adma-Opco,Installed,Flowline,Injection,Water,12,3,1995,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,23,21,Umm Shaif,Adma-Opco,Installed,Flowline,Injection,Water,6,3,1995,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,19,23,Umm Shaif,Adma-Opco,Installed,Flowline,Injection,Water,12,5,1995,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,30,30,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,Production,Oil/Gas,6,10,2008,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,,Oil/Gas,12,2,2008,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,,Oil/Gas,12,2,2008,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,,,6,2,2008,
Middle East,,United Arab Emirates,,,,Umm Shaif,,15,0,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Exportline,Production,Gas,30,19,2008,"Dia/Length assumed.KBR to provide FEED work for offshore portion, contract also has provisionsto cover project management for the EPC tendering phase as well as EPC execution.500millin scf/d of gas to transfer through proj.AKA: IGD project."
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,Injection,Water,6,2,2008,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,,Oil/Gas,12,2,2008,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,25,25,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Flowline,,,6,2,2008,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,30,30,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Exportline,Production,Oil/Gas,12,10,2008,
Middle East,Middle East,United Arab Emirates,United Arab Emirates,,,Umm Shaif,Umm Shaif,30,30,Umm Shaif Gas Injection Facilities (USGIF),Adma-Opco,Installed,Exportline,Production,Oil/Gas,30,3,2008,
