FieldsBase Subsea Tree Search - Data Download,,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:21 for Dirk Rook,,,,,,,,,,,,,
,,,,,,,,,,,,,
Filters:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Region,Country,Block,Field,Subsea id (within field),Project,Operator,Status,Function,Subsea type,Installation year,Tree supplier,Well water depth (m),Remark
South America,Brazil,BM-S-24,Jupiter,#2,Jupiter EWT,Petrobras,Planned,Gas Producer,Satellite,2015,,"2,172",
South America,Brazil,,Jurara,#1,Jurara,Petrobras,Installed,Oil Producer,Satellite,2009,,"1,200",
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2019,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2019,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2019,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2019,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2020,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2020,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2020,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2020,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2021,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2021,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2021,,305,
South America,Brazil,S-M-1101 / BM-S-68,Kangaroo,#1,Kangaroo,Karoon Gas,Possible,,,2021,,305,
South America,Brazil,BS-1,Lagosta,#1,Lagosta,El Paso,Installed,Gas Producer,Satellite,2008,,131,7/08 being drilled by SS-45 which will finish in Sept.
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2015,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2015,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2015,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2015,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2016,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2016,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2016,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2016,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2016,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2016,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2017,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2017,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2017,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2017,FMC,"2,140",
South America,Brazil,BM-S-9,Lapa (Carioca),#2,Lapa (Carioca),Petrobras,Construction,,Cluster,2017,FMC,"2,140",
South America,Brazil,Libra,Libra,#2,Libra,Petrobras,Possible,Oil Producer,,2020,,"1,964",
South America,Brazil,Libra,Libra,#2,Libra,Petrobras,Possible,Oil Producer,,2020,,"1,964",
South America,Brazil,Libra,Libra,#2,Libra,Petrobras,Possible,Oil Producer,,2020,,"1,964",
South America,Brazil,Libra,Libra,#2,Libra,Petrobras,Possible,Oil Producer,,2020,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2022,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2022,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2022,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2022,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2023,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2023,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2024,,"1,964",
South America,Brazil,Libra,Libra,#3,Libra 2020+,Petrobras,Possible,Oil Producer,Satellite,2024,,"1,964",
South America,Brazil,Libra,Libra,#1,Libra EWT,Petrobras,Planned,Gas Injector,,2016,,"1,964",
South America,Brazil,Libra,Libra,#1,Libra EWT,Petrobras,Planned,Oil Producer,,2016,,"1,964",
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1980,FMC,104,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1982,FMC,108,"Well originally produced to ""Tranworld 61"" FPF."
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1982,Cooper Cameron,101,"Well oroginally produced to ""Transworld 61"" FPF."
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1982,FMC,107,"Well originally produced to ""Transworld 61"" FPF."
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1983,FMC,104,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1984,FMC,108,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1984,National Supply,99,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1984,FMC,104,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1984,FMC,96,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1984,FMC,100,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1986,FMC,101,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1987,FMC,104,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1988,FMC,110,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1989,FMC,105,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1990,FMC,104,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1990,FMC,103,
South America,Brazil,,Linguado,#1,Linguado,Petrobras,Installed,Oil Producer,Satellite,1992,ABB Vetco Gray,98,
South America,Brazil,BM-S-11,Lula (ex-Tupi),#2,Lula EWT - Phase 0,Petrobras,Installed,Oil Producer,Cluster,2009,Cameron,"2,200","9/08 two wells, 3 phases. Phase 1 well (Tupi Sul) 3-RJS-646 for 6 months, relocate lines, Phase 2 well P1 for 6 months, relocate lines, Phase 3 well 3-RJS-646 again for 3 months"
South America,Brazil,BM-S-11,Lula (ex-Tupi),#2,Lula EWT - Phase 0,Petrobras,Installed,Oil Producer,Cluster,2010,,"2,200","9/08 two wells, 3 phases. Phase 1 well 3-RJS-646 for 6 months, relocate lines, Phase 2 well P1 for 6 months, relocate lines, Phase 3 well 3-RJS-646 again for 3 months"
South America,Brazil,BM-S-11,Lula (ex-Tupi),#16,Lula Extremo Sul EWT,Petrobras,Installed,Oil Producer,,2013,,"2,111",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#14,Lula Nordeste EWT,Petrobras,Installed,,,2010,,"2,134",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Installed,Oil Producer,Cluster,2010,Aker Kvaerner,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Installed,Oil Producer,Cluster,2011,Aker Kvaerner,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Installed,Gas Injector,Cluster,2011,Aker Kvaerner,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Installed,Oil Producer,Cluster,2011,Aker Kvaerner,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Installed,Water Injector,Cluster,2012,Aker Kvaerner,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Installed,Oil Producer,Cluster,2012,Aker Kvaerner,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Installed,Water Injector,Cluster,2012,Aker Kvaerner,"2,145",will alternate between both gas and water
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Cancelled,Oil Producer,Cluster,2013,Aker Kvaerner,"2,145",4/09 CO2 will be seperated and reinjected in the reservoir
South America,Brazil,BM-S-11,Lula (ex-Tupi),#1,Lula-1 (Pilot 1) - Phase 0,Petrobras,Cancelled,Oil Producer,Cluster,2014,Aker Kvaerner,,
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Water Injector,Cluster,2013,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Oil Producer,Cluster,2013,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Oil Producer,Cluster,2013,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Water Injector,Cluster,2013,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Gas Injector,Cluster,2013,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Gas Injector,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Cancelled,Oil Producer,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Cancelled,Oil Producer,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Oil Producer,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Installed,Oil Producer,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Cancelled,Oil Producer,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Cancelled,Water Injector,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Cancelled,Water Injector,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#12,Lula-2 (Pilot 2/Lula Nordeste Pilot) - Phase 1A,Petrobras,Cancelled,Water Injector,Cluster,2014,Aker Solutions,"2,145",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2015,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2015,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2015,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2015,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2015,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2015,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2015,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Oil Producer,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#17,Lula-3 (Lula Alto) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2016,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2016,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2016,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2016,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2017,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2017,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2017,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2017,FMC,"2,200",
South America,Brazil,Transfer of Rights,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Oil Producer,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#18,Lula-4 (Lula Central) - Phase 1A,Petrobras,Construction,Gas Injector,,2017,FMC,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2014,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2015,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2015,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2015,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2015,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2015,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2016,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2016,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2016,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2016,Aker Solutions,"1,524",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,Oil Producer,,2017,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,Water Injector,,2017,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2017,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2017,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2017,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2018,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2018,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#3,Lula-5 (Lula Sul) - Phase 1B,Petrobras,Construction,,,2018,Aker Solutions,"2,200",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2015,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2015,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2015,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2015,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2015,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2015,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2015,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2016,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2016,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2016,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2017,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2017,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2017,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2017,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#13,Lula-6 (Lula Norte) - Phase 1B,Petrobras,Construction,,Cluster,2017,FMC,"1,585",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#15,Lula-7 (Lula Extremo Sul),Petrobras,Construction,,Cluster,2016,Aker Solutions,"2,134",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#15,Lula-7 (Lula Extremo Sul),Petrobras,Construction,,Cluster,2016,Aker Solutions,"2,134",
South America,Brazil,BM-S-11,Lula (ex-Tupi),#15,Lula-7 (Lula Extremo Sul),Petrobras,Construction,,Cluster,2016,Aker Solutions,"2,134",
