FieldsBase Discovery Search - Data Download,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:48 for Dirk Rook,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Region,Country,Block,Field,Well name,Operator,Type,Discovery year,Announced date,Well water depth (m),Zones,Remark
Southeast Asia,Thailand,G5/43,Songkhla A,Songkhla A-13,Coastal,Oil,2012,17 Oct 2012,,1,"The Songkhla A-13 well was drilled to a depth of 8,000 feet TVD into an untested fault block in the northeast area of the Songkhla field. The well encountered 67 feet of Lower Oligocene net pay with 18% porosity"
Southeast Asia,Thailand,G5/43,Songkhla East,A-09,NuCoastal,Oil,2010,8 Dec 2010,20,2,"140 feet of netLower Oligocene Pay and 75 feet of net Eocene pay. Well drilled to total depth of 8,109 feet."
Southeast Asia,Thailand,G5/43,Songkhla H,Songkhla H-01,Coastal,Oil,2011,1 Aug 2011,20,1,
Southeast Asia,Thailand,G5/43,Songkhla North,A-11,NuCoastal,Oil,2010,8 Dec 2010,20,2,
Southeast Asia,Thailand,,Tawan,Tawan-1,Unocal,"Gas, Condensate",1999,7 Jun 1999,,2,Suspended
Southeast Asia,Thailand,B12/27,Ubon,Blk B12/27 Ubon-06,Chevron,Oil,2009,25 May 2009,75,1,"TVD: 12,057 Feet"
Southeast Asia,Thailand,,Yungthong,Yungthong #1,Maersk Oil,"Gas, Condensate",1993,19 Apr 1993,91,2,Further drilling and 3-Dseismic planned.
Southeast Asia,Vietnam,,04-2-NB 1X,Ngua Bay #1,LASMO,"Gas, Condensate",1994,3 Nov 1994,,2,Well suspended; two additionalwells are planned
Southeast Asia,Vietnam,,05-1b-TL 1X,Thanh Long #2X,MJC,"Gas, Condensate",1996,18 Apr 1996,,2,Well suspended; additional wells are planned
Southeast Asia,Vietnam,,11-2-RB 1X,Rong Bay #1,PEDCO,"Oil, Gas",1994,10 Jan 1994,186,2,Two more wells are planned.
Southeast Asia,Vietnam,,115-A 1X,#115-A-1X,International Petroleum,Gas,1991,12 Jul 1991,98,1,Drilling plans unknown.
Southeast Asia,Vietnam,119,119-1,119-1,ExxonMobil,"Oil, Gas",2011,26 Oct 2011,40,1,
Southeast Asia,Vietnam,,12W-HA 1X,Hai Au #1X,Canadian Petroleum,"Gas, Condensate",1996,30 Jul 1996,,2,Well suspended
Southeast Asia,Vietnam,,15-1-SN 1X,15-1-SN 1x,Cuu Long JOC,Oil,2005,15 Sep 2005,,1,
Southeast Asia,Vietnam,,16-1-NO 1X,16-1-NO-1X,Vietsovpetro,Oil,2002,6 Aug 2002,,1,
Southeast Asia,Vietnam,16-2,16-2-HMX-1X,16-2-HMX-1X,Nippon Oil,"Gas, Condensate",2011,5 Jan 2011,50,1,
Southeast Asia,Vietnam,,17-C 1X,Block 17  #C-1X,Enterprise Oil Exploration,Oil,1990,20 Nov 1990,40,1,Well temporarily suspended. Asecond well will bespud soon;a further twowell program is expectedfor the end of 1991.
Southeast Asia,Vietnam,,51-UM 1X,#51-UM-1X,Fina,"Gas, Condensate",1997,6 Feb 1997,107,2,Well suspended
Southeast Asia,Vietnam,,52/97-TH 2X,Thiean Ha-2X,Unocal,Gas,2004,8 Aug 2005,71,1,
Southeast Asia,Vietnam,,52/97-VD 1X,VD-1X (Vaong Nen-1X),Unocal,Gas,2004,8 Aug 2005,76,1,
Southeast Asia,Vietnam,9-1,Bach Ho Dong Bac,Blk 09-1 Bach Ho Dong BAC-19,Vietsovpetro,Oil,2009,7 Jul 2009,25,1,"TVD: 15,270 feet"
Southeast Asia,Vietnam,07/03,Ca Rong Do/Ca Duc,CRD-2X,Premier,"Gas, Condensate",2011,11 Apr 2011,319,2,
Southeast Asia,Vietnam,07/03,Ca Rong Do/Ca Duc,07/03-CRD-1X (Ca Rong Do),Premier,"Oil, Gas",2009,8 Jun 2009,319,1,"TVD: 12,450 feet"
Southeast Asia,Vietnam,09-3/12,Ca Tam (Sturgeon),Ca Tam (Sturgeon),Vietsovpetro,Oil,2014,30 Aug 2014,60,1,
Southeast Asia,Vietnam,101-100/4,Cat Ba,101-CB-1X,Salamander Energy,"Oil, Gas",2011,1 Sep 2011,49,1,
Southeast Asia,Vietnam,,Chim Cong,Blk 12W Chim Cong,Premier,Oil,2008,28 Aug 2008,63,1,
Southeast Asia,Vietnam,,Chim Sao (ex Blackbird),CS-1X,Premier,"Oil, Gas",2006,16 Nov 2006,95,4,"4 oil and gas zones, 2 testedSidetrack appraisal drilling230' Net Pay"
Southeast Asia,Vietnam,,Chim Ung,Chim Ung-1,Premier,Oil,2008,8 Jul 2008,90,1,
Southeast Asia,Vietnam,105-110/04 (105),Cua Lo,Cua Lo-1,Eni,Gas,2013,6 Dec 2013,76,1,
Southeast Asia,Vietnam,05-1C,Dai Nguyet,05-1B/1C-DN-1X,Idemitsu (A),"Oil, Gas",2011,17 Feb 2011,120,1,
Southeast Asia,Vietnam,01-02,Diamond (Vietnam),Diamond-4X,Petronas Carigali,Oil,2011,28 Jun 2011,50,1,
Southeast Asia,Vietnam,16-2,Doi Nau,16-2-DN-1X,ConocoPhillips,,2010,15 Jan 2010,,0,
Southeast Asia,Vietnam,,Dua,Dua-4X,Premier,"Oil, Gas",2006,30 Jun 2006,60,2,Drilling SidetrackDid not flow well
Southeast Asia,Vietnam,9-1,Gau Trang/Meo Trang,MT-1X,Vietsovpetro,Oil,2011,31 Aug 2011,25,1,
Southeast Asia,Vietnam,9-1,Gau Trang/Meo Trang,GT-1X,Vietsovpetro,Oil,2011,10 Aug 2011,25,1,
Southeast Asia,Vietnam,15-2/01,Hai Su Trang/Hai Su Den,Blk 15-2/01 Hai Su Trang,Talisman,"Oil, Gas",2008,14 Jan 2008,50,1,
Southeast Asia,Vietnam,15-2/01,Hai Su Trang/Hai Su Den,Blk 15-2/01 Hai Su Den,Talisman,"Oil, Gas",2008,15 Jan 2008,50,1,
Southeast Asia,Vietnam,102,Ham Rong,Ham Rong,Petronas Carigali,"Oil, Gas",2010,16 Aug 2010,60,1,
Southeast Asia,Vietnam,15-1/05,Le Dac Nau (Brown Camel),15-1/05-LDN-1X,PQPOC,Oil,2009,11 Nov 2009,44,1,"11/09: It is understood PQPOC will make an official announcement on the results soon.
TVD: 12,139 feet"
Southeast Asia,Vietnam,9-3,Nam Rong-Doi Moi,DM-ZX,Zarubezhneft,Oil,2006,21 Sep 2006,,1,
Southeast Asia,Vietnam,9-1,Rong (Dragon),Rong-15,Vietsovpetro,Oil,2006,13 Apr 2006,,1,Testing extension of the Nam Rong structure in the Cuu Long structure
Southeast Asia,Vietnam,16-1,Te Giac Den (TGD),TGD-1X,Hoang Long JOC,"Oil, Gas",2007,4 Sep 2007,107,1,393 ft of net pay. Est. 100MM BOE.
Southeast Asia,Vietnam,16-1,Te Giac Trang (TGT),Te Giac Trang TGT-2X,Hoang Long JOC,"Oil, Gas",2006,9 Mar 2006,91,3,
Southeast Asia,Vietnam,16-1,Te Giac Trang (TGT),Te Giac Trang TGT-3X,Hoang Long JOC,"Oil, Gas",2006,27 Apr 2006,91,2,Continuation of sands encountered in the 1X and 2X discoveries
Southeast Asia,Vietnam,102,Thai Binh,102-Thai Binh-1X,Petronas Carigali,"Gas, Condensate",2006,27 Nov 2006,28,2,
Southeast Asia,Vietnam,02/97,Thang Long/Dong Do,Thang Long-2X,Lamson,"Oil, Gas",2007,25 Jun 2007,,2,
Southeast Asia,Vietnam,09/27,Thang Long/Dong Do,Dong Do-1X,Lamson,Oil,2007,1 Jul 2007,,1,
Southeast Asia,Vietnam,04-3,Thien Ung - Mang Cau,Thien Ung 1X,Vietsovpetro,"Oil, Gas",2010,13 Feb 2010,,2,
Southeast Asia,Vietnam,9-1,Tho Trang (White Rabbit),50X,Vietsovpetro,Oil,2011,30 Jun 2011,25,1,
Southeast Asia,Vietnam,9-1,Tho Trang (White Rabbit),ThT-1X,Vietsovpetro,Oil,2012,1 Jul 2012,,1,
Southeast Asia,Vietnam,123,Tuy Hoa,Tuy Hoa-1x (123-TH 1X),Santos,Oil,2011,21 Oct 2011,192,1,
"USA, Alaska",USA,,Sandpiper,OCS-Y-370 Sandpiper #1,Shell,"Oil, Gas",1986,25 Feb 1986,15,2,No exact depth intervalsor flow rates released. Appraisal drilling currently in progress.
"USA, Gulf of Mexico",USA,Miss Canyon - 26,Amethyst - US Gulf,Amethyst,Stone Energy,,2014,18 Feb 2014,335,1,
"USA, Gulf of Mexico",USA,Miss Canyon - 754,Anduin West,Mississippi Canyon Blk 754 #2 (Anduin West Prospec,Newfield Exploration,Gas,2008,23 Apr 2008,822,1,
"USA, Gulf of Mexico",USA,,Appomattox,Appomattox,Shell,Oil,2010,19 Mar 2010,"2,195",1,530 feet of oil pay
"USA, Gulf of Mexico",USA,,Baha,Alaminos Canyon Block 600 - Baha,Shell,,1996,15 Jan 2003,"2,323",0,
"USA, Gulf of Mexico",USA,Walker Ridge - 29,Big Foot,Big Foot,Chevron,Oil,2006,3 Jan 2006,"1,618",1,
"USA, Gulf of Mexico",USA,S/L 340,Blueberry Hill,Louisiana S/L 340 #1 BP1 (Blueberry Hill),McMoRan,Gas,2009,7 Jul 2009,3,1,"TVD: 24,000 feet"
"USA, Gulf of Mexico",USA,Brazos - 437,Brazos 437 B,#1,Medco,Gas,2007,2 May 2007,20,1,
"USA, Gulf of Mexico",USA,Keathley Canyon - 872,Buckskin/Moccasin,Buckskin #1,Chevron,Oil,2009,2 Feb 2009,"2,109",1,"TVD: 29,404 Feet"
"USA, Gulf of Mexico",USA,Keathley Canyon - 736,Buckskin/Moccasin,Moccasin-1,Chevron,,2011,6 Sep 2011,"2,060",0,Well No. 1 encountered more than 380 feet of net pay in the Lower Tertiary Wilcox Sands
"USA, Gulf of Mexico",USA,Garden Banks - 463,Bushwood,Bushwood No.1,Mariner Energy,Gas,2009,2 Feb 2009,823,1,
"USA, Gulf of Mexico",USA,South Timbalier - 81,Butch Cassidy,South Timbalier Blk 81 #1 (Butch Cassidy Prospect),Bois D'Arc Resources,,2008,11 Feb 2008,19,1,
"USA, Gulf of Mexico",USA,Green Canyon - 726,Caesar-Tonga,GC-726-West Tonga,Anadarko,"Oil, Gas",2007,4 Dec 2007,"1,410",1,Ocean Valient. 350' net pay in 3 high quality Miocene sands.
"USA, Gulf of Mexico",USA,Green Canyon - 683,Caesar-Tonga,Caesar,Kerr-McGee,Oil,2006,17 May 2006,"1,358",1,Release only said Quality OIl Pay
"USA, Gulf of Mexico",USA,Lloyd Ridge - 400,Cheyenne East,Cheyenne East,Anadarko,,2011,1 Dec 2011,"2,804",0,completion underway
"USA, Gulf of Mexico",USA,Walker Ridge - 278,Chuck,Walker Ridge Blk 278 #1 (Chuck Prospect),Devon Energy,Gas,2008,15 May 2008,"1,974",1,
"USA, Gulf of Mexico",USA,Atwater Valley - 140,Claymore,Claymore #1,Kerr-McGee,Gas,2006,8 May 2006,"1,128",1,Good subsalt findSidetrack well will be drilled to confirm reservoir
"USA, Gulf of Mexico",USA,Green Canyon - 448,Condor,Condor,LLOG,Oil,2008,18 Mar 2008,995,1,
"USA, Gulf of Mexico",USA,Green Canyon - 733,Copper,001 (Copper),Freeport-McMoran,Oil,2014,28 Oct 2014,"1,336",1,
"USA, Gulf of Mexico",USA,Walker Ridge - 98,Coronado,Coronado No.1,Chevron,Oil,2013,25 Mar 2013,"1,868",1,400 net feet of oil pay encountered; well results are still under evaluation and additional work is necessary to determine the extent of the resource
"USA, Gulf of Mexico",USA,Green Canyon - 685,Criollo,Criollo,Cobalt Intl,Oil,2010,29 Jan 2010,"1,719",1,
"USA, Gulf of Mexico",USA,DeSoto Canyon - 48,Dalmatian,Desoto Canyon 48/47 #1 (Dalmatian),Murphy,Gas,2008,21 Oct 2008,"1,793",1,"encountered 120 net feet of high quality, dry natural gas pay."
"USA, Gulf of Mexico",USA,DeSoto Canyon - 4,Dalmatian,Axe,Murphy,Oil,2010,5 May 2010,"1,798",1,20 million barrels of oil eqv.
"USA, Gulf of Mexico",USA,DeSoto Canyon - 134,Dalmatian South,Dalmatian South,Murphy,Oil,2012,2 Nov 2012,"1,951",1,
"USA, Gulf of Mexico",USA,Green Canyon - 646,Daniel Boone,Blk 646 Daniel Boone - 1,W & T Offshore,"Oil, Gas",2004,8 Dec 2004,"1,318",2,"TVD: 11,000 feet"
"USA, Gulf of Mexico",USA,Garden Banks - 506,Danny-Noonan,#1,ERT,Gas,2007,26 Feb 2007,835,1,Reserves of at least 100 Billion cubic feet equivalent
"USA, Gulf of Mexico",USA,Garden Banks - 506,Danny-Noonan,#2,ERT,Oil,2007,16 Jul 2007,860,1,See Discovery #7980
"USA, Gulf of Mexico",USA,South Marsh Is - 230,Davy Jones,Davy Jones,McMoRan,Gas,2010,11 Jan 2010,6,1,Possible reserves of 2-6 Tcf
"USA, Gulf of Mexico",USA,Green Canyon - 723,Deep Blue,Deep Blue,Noble Energy,,2010,10 May 2010,"1,554",0,
"USA, Gulf of Mexico",USA,Miss Canyon - 300,Delta House,Marmalard-1,LLOG,Oil,2012,3 Aug 2012,"1,863",2,
"USA, Gulf of Mexico",USA,Miss Canyon - 431,Delta House,Son of Bluto II,LLOG,"Oil, Gas",2012,3 Aug 2012,"1,958",2,
"USA, Gulf of Mexico",USA,Lloyd Ridge - 370,Diamond (Murphy),Lloyd Ridge Blk 370 #1 (Diamond),Murphy,,2008,5 Aug 2008,"3,043",1,
"USA, Gulf of Mexico",USA,South Timbalier - 75,Doc Holiday,South Timbalier Blk 75 #1st1 (Doc Holiday Prospect,Bois D'Arc Resources,,2005,11 Feb 2008,19,1,
"USA, Gulf of Mexico",USA,Green Canyon - 244,Droshky,Droshky #1,Marathon,Oil,2007,10 Apr 2007,890,1,
"USA, Gulf of Mexico",USA,Eugene Island - 10,Dutch,S/L 19266 #3,Contango Oil & Gas,Gas,2008,6 Aug 2008,4,1,Drilled by submersible Atwood Richmond
"USA, Gulf of Mexico",USA,East Cameron - 268,East Cameron 268,EC 268,Callon Petroleum,Gas,2006,6 Mar 2006,51,1,
"USA, Gulf of Mexico",USA,East Cameron - 36,East Cameron 36,East Cameron Blk 36 #1,PROBE RESOURCES,Gas,2008,25 Aug 2008,12,1,
"USA, Gulf of Mexico",USA,East Cameron - 37,East Cameron 37,East Cameron 37 #1,Mariner Energy,Gas,2009,2 Jun 2009,12,1,"TVD: 11,500 feet"
"USA, Gulf of Mexico",USA,,East Cameron 46,A-6st,Newfield Exploration,Gas,2006,10 Aug 2006,15,1,
"USA, Gulf of Mexico",USA,Eugene Island - 8,Eugene Island 8,SL 19152 #1,Bayou Bend Petroleum,Gas,2007,7 Mar 2007,5,1,Operator of the rig is ADTIDrilled from Rig 52
"USA, Gulf of Mexico",USA,Ewing Bank - 998,Ewing Bank 998,Ewing Bank 998,Walter Oil & Gas,"Oil, Gas",2009,20 Apr 2009,401,2,
"USA, Gulf of Mexico",USA,Ewing Bank - 998,Ewing Bank 998,No.1,Walter Oil & Gas,"Oil, Gas",2009,20 Apr 2009,401,2,"TVD: 14,538"
"USA, Gulf of Mexico",USA,Mobile Bay - 113,Fairway,113-1,Shell,Gas,1986,2 May 1986,6,1,
"USA, Gulf of Mexico",USA,South Marsh Is - 212,Flatrock,#228,McMoRan,"Gas, Condensate",2007,15 Jul 2007,3,2,Drilled by Inland BargeParker 76BTotal of eight zones with at least 260' net pay.
"USA, Gulf of Mexico",USA,South Marsh Is - 212,Flatrock,Flatrock,McMoRan,"Gas, Condensate",2007,15 Jul 2007,3,2,Drilled by Inland BargeParker 76BTotal of eight zones with at least 260' net pay.
"USA, Gulf of Mexico",USA,,Friesian,Friesian,Shell,Oil,2006,29 Nov 2006,"1,167",1,
"USA, Gulf of Mexico",USA,Galveston - A-155,Galveston A-155,Galveston A-155 #1,PEREGRINE O&G,Gas,2008,7 Apr 2008,55,1,Field is undergoing fast track development due to existing infrastructure
"USA, Gulf of Mexico",USA,Garden Banks - 462,Geauxpher,Garden Banks Blk 462 #1,Mariner Energy,Gas,2008,17 Jun 2008,823,1,Possible reserves of 100 Billion Cubic Feet of Gas
"USA, Gulf of Mexico",USA,Keathley Canyon - 93,Gila,Gila,BP,Oil,2013,18 Dec 2013,"1,494",1,Further appraisal work is planned
"USA, Gulf of Mexico",USA,Miss Canyon - 800,Gladden,Mississippi Canyon Blk 800 #1 (Gladden Prospect),Newfield Exploration,Oil,2008,23 Apr 2008,950,1,"Drilled to 16,776 TVD"
"USA, Gulf of Mexico",USA,Alaminos Canyon - 856,Gotcha,Gotcha,Total,Oil,2006,27 Apr 2006,"2,316",1,"2 ZonesNexen 30%Second well drilled to 15,625'on July 12, 2006 - 7,800' WD"
"USA, Gulf of Mexico",USA,Miss Canyon - 563,Greater Galapagos,Santa Cruz,Noble Energy,"Oil, Gas",2009,1 Apr 2009,"1,986",1,"The well was drilled to a total depth of approximately 18,900 feet. Open-hole logging indicated over 140 feet of net gas condensate pay and more than 110 feet of net oil pay in multiple high-quality reservoirs."
"USA, Gulf of Mexico",USA,Miss Canyon - 562,Greater Galapagos,#1,BP,,2007,6 Jun 2007,"1,981",0,Two hydocarbon zones encountered
"USA, Gulf of Mexico",USA,Miss Canyon - 562,Greater Galapagos,Isabela,BP,,2007,6 Jun 2007,"1,981",0,Two hydocarbon zones encountered
"USA, Gulf of Mexico",USA,Miss Canyon - 563,Greater Galapagos,Miss Canyon Blk 519/563 Santa Cruz Prospect,Noble Energy,Oil,2009,1 Apr 2009,"1,986",1,"TVD: 18,900 Feet"
"USA, Gulf of Mexico",USA,Miss Canyon - 519,Greater Galapagos,Santiago,Noble Energy,Oil,2011,31 May 2011,"1,981",1,
"USA, Gulf of Mexico",USA,Green Canyon - 511,Green Canyon 511,Flying Dutchman,Marathon,,2010,10 May 2010,"1,128",0,
"USA, Gulf of Mexico",USA,Keathley Canyon - 10,Guadalupe - Chevron,001 (Guadalupe),Chevron,Oil,2014,23 Oct 2014,"1,217",1,
"USA, Gulf of Mexico",USA,Miss Canyon - 948,Gunflint,Freedom,Noble Energy,,2008,14 Oct 2008,"1,859",0,"Drilled to 29,280 feet"
"USA, Gulf of Mexico",USA,Keathley Canyon - 919,Hadrian,Hadrian North - KC919 #2ST3,ExxonMobil,"Oil, Gas",2010,8 Jun 2011,"2,249",1,encountered over 550 feet of net oil and a minor amount of gas - drilled by Ocean Endeavor
"USA, Gulf of Mexico",USA,Keathley Canyon - 919,Hadrian,Hadrian North KC919-3,ExxonMobil,"Oil, Gas",2011,8 Jun 2011,"2,116",1,6/11: well is being drilled deeper - Maersk Developer
"USA, Gulf of Mexico",USA,Keathley Canyon - 964,Hadrian,Hadrian South KC 964 #1,ExxonMobil,"Oil, Gas",2008,8 Jun 2011,"2,241",1,
"USA, Gulf of Mexico",USA,Green Canyon - 859,Heidelberg,Heidelberg No.1,Anadarko,Oil,2009,2 Feb 2009,"1,524",1,"feet (61 metres) of net oil pay; further appraisal needed
TVD: 28,500 Feet"
"USA, Gulf of Mexico",USA,High Island - 115,High Island 115,B-1st2,Republic Petroleum,Gas,2007,17 Aug 2007,13,1,Possible flow of 52.3 Million cubic Feet of Gas
"USA, Gulf of Mexico",USA,High Island - 165,High Island 165,HI 165,Hydro (A),,2006,6 Mar 2006,16,0,Potential for being a significant discovery
"USA, Gulf of Mexico",USA,High Island - 24-L,High Island 24-L,HI 24-L,Walter Oil & Gas,"Gas, Condensate",2006,24 Oct 2006,11,2,
"USA, Gulf of Mexico",USA,High Island - 31,High Island 31,HI 31,Hunt Oil,"Oil, Gas",2006,21 Feb 2007,8,2,Will be tied back to High Island 30 platform. Expected production will be 300 bbl oil day.
"USA, Gulf of Mexico",USA,High Island - A-268,High Island A-268,HI A-268,Challenger Minerals,"Oil, Gas",2007,25 Jan 2007,52,2,Fast-track development to existing infrastucture. First prod planned for later this year. 2/07.
"USA, Gulf of Mexico",USA,High Island - A-268,High Island A-268,#1,Challenger Minerals,"Oil, Gas",2007,25 Jan 2007,52,2,Fast-track development to existing infrastucture. First prod planned for later this year. 2/07.
"USA, Gulf of Mexico",USA,Walker Ridge - 627,Julia (GoM),WR-627 - Julia,ExxonMobil,,2008,8 Jan 2008,"2,000",0,
"USA, Gulf of Mexico",USA,Miss Canyon - 812,Kaikias,001 (Kaikias),Shell,Oil,2014,8 Sep 2014,"1,372",1,
"USA, Gulf of Mexico",USA,Keathley Canyon - 292,Kaskida,Kaskida,BP,,2006,31 Aug 2006,"1,790",1,
"USA, Gulf of Mexico",USA,Garden Banks - 506,Kathleen,Danny II,Deep Gulf Energy,Oil,2012,16 Jul 2012,853,1,"Preliminary data from down-hole test tools confirmed oil in the Danny II well with over 9,500 psi of bottom-hole pressure."
"USA, Gulf of Mexico",USA,Green Canyon - 40,Katmai,Katmai,Noble Energy,Oil,2014,24 Jul 2014,640,1,
"USA, Gulf of Mexico",USA,High Island - 131,King of the Hill,King of the Hill,Gryphon Exploration,"Gas, Condensate",2006,20 Apr 2006,16,2,
"USA, Gulf of Mexico",USA,Miss Canyon - 771,Kodiak,Kodiak-1,BP,,2008,3 Apr 2008,"1,524",0,
"USA, Gulf of Mexico",USA,Eugene Island - 223,Lafitte,Lafitte,McMoRan,,2011,15 Nov 2011,43,0,56 net fee of hydrocarbon bearing sand.
"USA, Gulf of Mexico",USA,Keathley Canyon - 642,Leon,001 (Leon),Repsol,Oil,2014,27 Oct 2014,"1,878",1,
"USA, Gulf of Mexico",USA,Grand Isle - 72,Liberty,Liberty,Contango Oil & Gas,"Oil, Gas",2006,6 Mar 2006,39,1,
"USA, Gulf of Mexico",USA,Walker Ridge - 969,Logan,Logan,Statoil,,2011,27 Oct 2011,"2,652",1,evaluations are ongoing to assess the volumes and the discovery’s commerciality
"USA, Gulf of Mexico",USA,Miss Canyon - 546,Longhorn,Longhorn,Nexen,Gas,2006,3 Aug 2006,762,1,2 other discoveries in the 546 block. Amoco in 1985British-Borneo in 1998May sometimes be referred to as Longhorn.
"USA, Gulf of Mexico",USA,Keathley Canyon - 875,Lucius,Lucius,Anadarko,,2009,10 Dec 2009,"2,164",0,well encountered 200 feet of net pay
"USA, Gulf of Mexico",USA,Miss Canyon - 252,Macondo,Macondo,BP,,2010,20 Apr 2010,"1,524",0,
"USA, Gulf of Mexico",USA,,Mad Dog South,826-5 (Mad Dog South),BP,,2009,17 Jul 2009,"1,372",0,"encountered 280 feet of hydrocarbons and an oil column of more than 2,200 feet."
"USA, Gulf of Mexico",USA,East Breaks - 424,Magellan,Magellan,Mariner Energy,Gas,2007,18 Jun 2007,850,1,Estimated Reserves of 50-100 Bcfe
"USA, Gulf of Mexico",USA,East Breaks - 424,Magellan,#1,Mariner Energy,Gas,2007,18 Jun 2007,850,1,Estimated Reserves of 50-100 Bcfe
"USA, Gulf of Mexico",USA,Main Pass - 295,Main Pass - 295,A,Apache,Oil,2013,1 Dec 2013,66,1,
"USA, Gulf of Mexico",USA,Main Pass - 18,Main Pass 18,#G-6,Petsec,"Oil, Gas",2006,12 Apr 2006,12,2,7.5 Bcft Natural Gas1.1 MM bbls OilDrilled in conjunction with Main Pass Blk 19
"USA, Gulf of Mexico",USA,Main Pass - 19,Main Pass 19,#G-5,Petsec,Gas,2006,8 Feb 2006,12,1,
"USA, Gulf of Mexico",USA,Main Pass - 19,Main Pass 19,#G-4,Petsec,Gas,2006,18 Jan 2006,12,1,
"USA, Gulf of Mexico",USA,Main Pass - 66 S/L 18826,Main Pass 66 S/L 18826,Main Pass Blk 66 S/L 18826 #1,Brigham O&G,Gas,2008,18 Jun 2008,6,1,"TVD 8,015 Feet"
"USA, Gulf of Mexico",USA,Miss Canyon - 199,Mandy,Mandy,LLOG,Oil,2010,3 Mar 2010,751,1,
"USA, Gulf of Mexico",USA,Miss Canyon - 762,Mars B,West Boreas,Shell,,2009,24 Nov 2009,945,0,West Boreas discovery - further details unavailable.
"USA, Gulf of Mexico",USA,Miss Canyon - 718,Martin,Martin,Statoil,"Oil, Gas",2014,4 Sep 2014,889,1,considered sub-commercial
"USA, Gulf of Mexico",USA,Eugene Island - 11,Mary Rose,Mary Rose #1,Contango Oil & Gas,Gas,2007,6 Nov 2007,5,1,
"USA, Gulf of Mexico",USA,,McIlhenny,McIlhenny #1 ST2,Energy XXI,"Oil, Gas",2009,26 Jun 2009,2,2,"TVD: 22,000"
"USA, Gulf of Mexico",USA,Miss Canyon - 72,Miss Canyon 72,MC 72,LLOG,Gas,2008,19 Mar 2008,614,1,
"USA, Gulf of Mexico",USA,Green Canyon - 955,Mission Deep,Mission Deep,Anadarko,Oil,2006,11 Dec 2006,"2,332",1,
"USA, Gulf of Mexico",USA,Miss Canyon - 258,Mississippi Canyon 258,#1,LLOG,,2013,8 Apr 2013,"1,781",0,marginal hydrocarbons in several sands; well being P&A'd
"USA, Gulf of Mexico",USA,Mobile - 951,Mobile 951,Mobile 951,Royal Production,Gas,2006,24 Oct 2006,20,1,
"USA, Gulf of Mexico",USA,Green Canyon - 237,Motormouth,#6-BP1,ERT,Condensate,2014,17 Sep 2014,610,1,
"USA, Gulf of Mexico",USA,Mustang Island - 758,Mustang Island 758,MI 758,Medco,Gas,2006,18 Oct 2006,48,1,47' of net pay in four zonesinstalling braced caisson
"USA, Gulf of Mexico",USA,Miss Canyon - 253,Neidermeyer,,LLOG,,2013,3 Feb 2014,"1,522",0,1/14: well results have not been announced.
"USA, Gulf of Mexico",USA,Green Canyon - 507,Ness Deep,Ness Deep,BHP Billiton,,2013,22 Jan 2013,"1,328",0,plugged and abandoned; subcommercial hydrocarbons encountered
"USA, Gulf of Mexico",USA,Garden Banks - 959,North Platte,North Platte,Cobalt Intl,Oil,2012,5 Dec 2012,"1,341",1,wireline evaluation shows the discovery well encountered several hundred feet of net oil pay in multiple
"USA, Gulf of Mexico",USA,Miss Canyon - 79,Otis,001 (Otis),LLOG,Gas,2014,22 Oct 2014,"1,177",1,
"USA, Gulf of Mexico",USA,Green Canyon - 823,Parmer,#1,Apache,"Oil, Gas",2012,9 Aug 2012,"1,298",1,
"USA, Gulf of Mexico",USA,Sigsbee Escarpment - 39,Phobos,No.1 Phobos,Anadarko,Oil,2013,25 Apr 2013,"2,607",1,
"USA, Gulf of Mexico",USA,Green Canyon - 237,Phoenix,Wang,ERT,Oil,2012,19 Dec 2012,733,1,
"USA, Gulf of Mexico",USA,Garden Banks - 293,Pyrenees,Garden Banks Blk 293 (Pyrenees),Newfield Exploration,"Oil, Gas",2009,2 Jun 2009,661,1,"Delineation planned for second half of 2009
TVD: 22,000'"
"USA, Gulf of Mexico",USA,DeSoto Canyon - 535,Raptor,Raptor,Anadarko,Oil,2013,29 Jul 2013,"2,499",1,Anadarko advises that this data is being incorporated into the geologic model to evaluate potential appraisal plans.
"USA, Gulf of Mexico",USA,Miss Canyon - 248,Raton,Raton,Noble Energy,"Oil, Gas",2006,15 Jun 2006,"1,036",1,Planned to be developed as subsea tie-back unless delineation work shows need for stand alone facility.
"USA, Gulf of Mexico",USA,Grand Isle - 70,Red Queen,Red Queen,Contango Oil & Gas,,2006,11 Aug 2006,47,1,Drilled by ADTIDevelopment plans under evaluation.
"USA, Gulf of Mexico",USA,Miss Canyon - 204,Redrock,Redrock,Noble Energy,,2006,12 Apr 2006,"1,030",0,High quality payzonePlanned to be developed as subsea tie-back unless delineation work shows need for stand alone facility.
"USA, Gulf of Mexico",USA,Miss Canyon - 698,Rio Grande Complex,Big Bend,Noble Energy,Oil,2012,27 Nov 2012,"2,195",1,150 feet of net pay
"USA, Gulf of Mexico",USA,Miss Canyon - 699,Rio Grande Complex,Troubadour,Noble Energy,Gas,2013,11 Sep 2013,"2,217",1,
