FieldsBase Discovery Search - Data Download,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 13:48 for Dirk Rook,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Region,Country,Block,Field,Well name,Operator,Type,Discovery year,Announced date,Well water depth (m),Zones,Remark
Indian Ocean,India,Saurashtra-Dahanu,Saurashtra Dahanu,B-2 B-93,ONGC,"Gas, Condensate",2009,8 Apr 2009,,2,"TVD: 10,269"
Indian Ocean,India,KG-OSN-2004/1,Saveri,Saveri # 1,ONGC,"Gas, Condensate",2013,21 Mar 2013,,1,
Indian Ocean,India,,SB-15,BM-19 SB-15,ONGC,"Oil, Gas",2008,7 Apr 2009,,2,
Indian Ocean,India,KG-DWN-98/2 (KG-D5),UD-1,UD-1,ONGC,Gas,2006,3 Jan 2007,"2,865",1,
Indian Ocean,India,BM-19,West of Bassein,SB-15,ONGC,"Oil, Gas",2009,8 Apr 2009,,2,"TVD: 7,277 Feet"
Indian Ocean,India,KG-YS-5,YS-5,YS-5-1A,ONGC,Gas,2009,24 Jun 2009,16,1,"TVD: 13,632 feet"
Indian Ocean,Kenya,L-8,Mbawa,Mbawa-1,Apache,Gas,2012,7 Sep 2012,860,1,09/12: 52 metres of net gas pay in porous cretaceous sandstones.
Indian Ocean,Kenya,L10A,Sunbird,Sunbird#1,BG,,2014,17 Mar 2014,723,1,
Indian Ocean,Mozambique,Area 4,Agulha,Agulha,Eni,Gas,2013,3 Sep 2013,"2,492",1,
Indian Ocean,Mozambique,Area 4,Area 4 Mamba South/North,Mamba South 1,Eni,Gas,2011,20 Oct 2011,"1,585",1,"10/11: Eni expects the discovery to lead to at least 15Tcf of gas in place in the Mamba South Area,  with a large-scale gas development now likely.  Drilling to continue to 5,000 metres."
Indian Ocean,Mozambique,Area 4,Area 4 Mamba South/North,Mamba North East 2,Eni,Gas,2012,1 Aug 2012,"1,994",1,"Discovery proved the existence of hydraulic communication with the Oligocene reservoir in Mamba North East 1 and with those of the Eocene age in Mamba North East 1 and Mamba South 1, through a unique gas column of 460 meters. Lastly, Mamba North East 2 has identified a new exploration play in the Paleocene located exclusively in Area 4."
Indian Ocean,Mozambique,Area 4,Area 4 Mamba South/North,Mamba North 1,Eni,"Gas, Condensate",2012,16 Feb 2012,"1,690",1,2/12: Well reached total depth of 5330m and encountered 186m of net gas pay. Once completions have been carried out estimated gas production per well is estimated to reach over 4 million scm/d. Gas in place across the whole Mamba Complex is estimated to be 850 billion scm (30 tcf).
Indian Ocean,Mozambique,Area 4,Area 4 Mamba South/North,Mamba North East 1,Eni,Gas,2012,26 Mar 2012,"1,848",1,
Indian Ocean,Mozambique,Area 2,Cachalote,Cachalote-1,Statoil,Gas,2013,23 Jul 2013,688,1,"The well encountered 38 metres of good quality gas bearing reservoir sandstones. However, it is considered to be sub-commercial if developed as a standalone project."
Indian Ocean,Mozambique,Area 4,Coral 1,Coral 1,Eni,Gas,2012,16 May 2012,"2,261",1,
Indian Ocean,Mozambique,Area 1,Golfinho/Atum,Golfinho-1,Anadarko,Gas,2012,15 May 2012,"1,027",1,05/12: Drilled by drillship Bedford Dolphin. Well penetrated 59 net metres (193 net feet) of natural gas pay in two high-quality oligocene fan systems. 16km from onshore infrastructure.
Indian Ocean,Mozambique,Area 1,Golfinho/Atum,Atum,Anadarko,Gas,2012,11 Jun 2012,"1,000",1,
Indian Ocean,Mozambique,Area 1,Ironclad,Ironclad-1,Anadarko,"Oil, Gas",2010,24 Aug 2010,"1,463",1,
Indian Ocean,Mozambique,,Njika,Njika-1,Sasol,Gas,2008,20 Nov 2008,460,1,"Lies between blocks 16 & 19.
TVD 5,298 feet"
Indian Ocean,Mozambique,,Orca,Orca,Anadarko,Gas,2013,19 Apr 2013,"1,061",1,05/13: Anadarko is planning a two-well appraisal programme to delineate the size of the Orca field and evaluate potential future development.
Indian Ocean,Mozambique,Area 1,Prosperidade (ex Mozambique Gas),Barquentine 1,Anadarko,Gas,2010,19 Oct 2010,"1,585",3,
Indian Ocean,Mozambique,Area 1,Prosperidade (ex Mozambique Gas),Windjammer 1,Anadarko,Gas,2010,22 Mar 2010,"1,463",2,"TVD 16,930 Feet"
Indian Ocean,Mozambique,Area 1,Prosperidade (ex Mozambique Gas),Camarao,Anadarko,Gas,2011,5 Oct 2011,"1,442",1,
Indian Ocean,Mozambique,Area 1,Prosperidade (ex Mozambique Gas),Lagosta,Anadarko,Gas,2010,29 Nov 2010,"1,548",2,
Indian Ocean,Mozambique,Area 1,Tubarao,Tubarao,Anadarko,Gas,2011,7 Feb 2011,898,1,Drilled by Belford Dolphin drillship. 34 metres of natural gas pay.
Indian Ocean,Myanmar,A-3,Shwe Project,1,Daewoo Intl,Gas,2006,17 Apr 2006,150,1,
Indian Ocean,Myanmar,,Yemahnaung,YemahmAung #1,Texaco,Gas,1994,28 Jun 1994,110,1,"Sub-commercial, no details"
Indian Ocean,Myanmar,M-9,Zatilda,Zatila - 1,PTTEP,"Oil, Gas",2006,29 Aug 2006,201,3,Currently not commercialmore drilling is planned
Indian Ocean,Myanmar,M-9,Zawtika,Zawtika-1A,PTTEP,Gas,2006,4 Jan 2007,,1,
Indian Ocean,Sri Lanka,SL 2007-01-001,Barracuda,Barracuda 1/G1,Cairn Energy,Gas,2011,15 Nov 2011,"1,509",1,
Indian Ocean,Sri Lanka,SL 2007-01-001,Dorado,CLPL-Dorado-91H/1z,Cairn Energy,Gas,2011,3 Oct 2011,"1,354",1,
Indian Ocean,Tanzania,2,Giligiliani-1,Giligiliani-1,Statoil,Gas,2014,14 Oct 2014,"2,500",1,
Indian Ocean,Tanzania,Nyuni,Kiliwani North,Kiliwani North - 1 (KN-1),Aminex,"Gas, Condensate",2008,17 Mar 2008,0,1,
Indian Ocean,Tanzania,2,Lavani-2,Lavani-2,Statoil,Gas,2012,21 Dec 2012,"2,580",1,"When deepening the well to the second target, a separate and significant gas bearing reservoir in the Cretaceous was encountered."
Indian Ocean,Tanzania,Mnazi Bay,Mnazi Bay,Mnazi Bay #2,ARTUMAS,Gas,2006,28 Sep 2006,,1,Drilled by Nabors land rig 221From a Barge
Indian Ocean,Tanzania,2,Mronge-1,Mronge-1,Statoil,Gas,2013,6 Dec 2013,"2,500",1,
Indian Ocean,Tanzania,2,Piri-1,Piri-1,Statoil,Gas,2014,18 Jun 2014,"2,360",1,
Indian Ocean,Tanzania,1,"Tanzania Block 1, 3 and 4 LNG",Mzia-1,BG,Gas,2012,16 May 2012,"1,639",1,
Indian Ocean,Tanzania,4,"Tanzania Block 1, 3 and 4 LNG",Pweza-1,BG,Gas,2010,22 Oct 2010,"1,400",1,
Indian Ocean,Tanzania,4,"Tanzania Block 1, 3 and 4 LNG",Chewa-1,Ophir Energy,Gas,2010,1 Dec 2010,"1,300",1,
Indian Ocean,Tanzania,3,"Tanzania Block 1, 3 and 4 LNG",,BG,Gas,2012,2 Aug 2012,"2,186",1,
Indian Ocean,Tanzania,1,"Tanzania Block 1, 3 and 4 LNG",Chaza-1,Ophir Energy,Gas,2011,4 Apr 2011,950,1,
Indian Ocean,Tanzania,1,"Tanzania Block 1, 3 and 4 LNG",Jodari-1,BG,Gas,2012,26 Mar 2012,"1,150",1,
Indian Ocean,Tanzania,4,"Tanzania Block 1, 3 and 4 LNG",Ngisi-1,BG,Gas,2013,3 Jul 2013,"1,300",1,
Indian Ocean,Tanzania,1,"Tanzania Block 1, 3 and 4 LNG",Mkizi-1,BG,Gas,2013,29 Jul 2013,"1,301",1,
Indian Ocean,Tanzania,4,"Tanzania Block 1, 3 and 4 LNG",Kamba-1,BG,Gas,2014,2 Oct 2014,"1,379",1,
Indian Ocean,Tanzania,2,Tanzania LNG,Zafarani-1,Statoil,Gas,2012,17 Feb 2012,"2,582",1,02/12: Drillship Ocean Rig Poseidon drilled well
Indian Ocean,Tanzania,2,Tanzania LNG,Lavani,Statoil,Gas,2012,14 Jun 2012,"2,400",1,"12/12: Statoil announces gas discovery made by exploration and appraisal well Lavani-2
06/12: The logging results from the Lavani well show a preliminary resource estimate of 3 trillion cubic feet (Tcf) of gas in place. Lavani has encountered 95 metres of excellent quality reservoir sandstone with high porosity and high permeability. The discovery is only 16kms south of Statoil's recent Zafarani discovery."
Indian Ocean,Tanzania,2,Tanzania LNG,Tangawizi-1,Statoil,Gas,2013,18 Mar 2013,"2,300",1,
Indian Ocean,Tanzania,1,Tanzania LNG,Taachui 1,BG,Gas,2014,4 Jun 2014,991,1,
Mediterranean/Black Sea,Bulgaria,,Izgrev,Izgrev-1,Melrose Resources,Gas,2007,3 Apr 2007,300,1,
Mediterranean/Black Sea,Bulgaria,91-III,Kavarna/Kaliakra,Kavarna #1,Melrose Resources,Gas,2008,30 Oct 2008,50,1,Reserves up to 47 Billion Cubic Feet.
Mediterranean/Black Sea,Croatia,,Izabela,Izabela #2,EDINA,Gas,2006,15 Feb 2006,,1,"Joint project of Edison Gas, Italy and INA of CroatiaDrilled from Friuli-Istria Platform"
Mediterranean/Black Sea,Cyprus,12,Aphrodite,Aphrodite-1,Noble Energy,Gas,2011,22 Dec 2011,"1,800",1,
Mediterranean/Black Sea,Egypt,Abu Qir,Abu Qir,NAQ PII-2,EGPC,"Gas, Condensate",2009,3 Mar 2009,17,2,"Drilled in the Northern Extension
TVD: 12,303 Feet"
Mediterranean/Black Sea,Egypt,,Abu Seif,Abu Seif #1,IEOC,Gas,1997,18 Feb 1997,,1,Well suspended
Mediterranean/Black Sea,Egypt,,Akhen,Akhen #1,Amoco,"Gas, Condensate",1996,29 Jul 1998,88,2,Well suspended
Mediterranean/Black Sea,Egypt,,DEKA Development Project,Denise South 1,IEOC,Gas,1996,17 Jun 1996,,1,Well suspended
Mediterranean/Black Sea,Egypt,West Mediterranean Deep (Block 1),Dekhila,Dekhila-1x,Hess,,2008,18 Dec 2008,"1,184",0,"TVD: 8,881"
Mediterranean/Black Sea,Egypt,El Burg Offshore II,Harmattan Deep,Harmattan Deep 1,BG,"Gas, Condensate",2012,1 Jul 2012,90,1,
Mediterranean/Black Sea,Egypt,North El Amriya,North El Amriya (NEA),NEA 3x,RWE Dea,Gas,2011,26 Jan 2011,200,1,
Mediterranean/Black Sea,Egypt,El Burg Offshore I,Notus,Notus 1,BG,Gas,2014,1 May 2014,90,1,
Mediterranean/Black Sea,Egypt,,Osiris East,Osiris East #1,Amoco,"Gas, Condensate",1996,7 Oct 1996,89,2,Well suspended
Mediterranean/Black Sea,Egypt,West El Burullus,Papyrus,Papyrus-1,GDF Suez,"Gas, Condensate",2010,11 Feb 2010,20,2,
Mediterranean/Black Sea,Egypt,,Ringa,Ringa-1,IEOC,Gas,1998,30 Jan 1998,,1,Suspended
Mediterranean/Black Sea,Egypt,Block 3a,Salamat,Salamat,BP,"Gas, Condensate",2013,9 Sep 2013,649,1,"Wireline logs, fluid samples and pressure data confirmed the presence of gas and condensate in 38 metres (124 ft) net of Oligocene sands in Salamat."
Mediterranean/Black Sea,Egypt,North El Burg,Salmon,Salmon,BP,Gas,2011,24 Oct 2011,87,1,
Mediterranean/Black Sea,Egypt,North El Burg,Satis,Satis-1,BP,Gas,2008,31 Jan 2008,90,1,
Mediterranean/Black Sea,Egypt,,Segan,Segan-1D,Petrobel,Gas,1997,29 Dec 1997,61,1,Well suspended
Mediterranean/Black Sea,Egypt,,Semman,Semman-1,Petrobel,Gas,1998,22 Jun 1998,33,1,Testing
Mediterranean/Black Sea,Egypt,North El Burg,Seth South,Seth South,BP,Gas,2012,26 Aug 2012,78,1,08/12: Gas discovered in 2 plio-pleistocene intervals. Options for a tie-back to nearby infrastructure are being looked at. Drilled by jackup Scarabeo IV in Nile Delta.
Mediterranean/Black Sea,Egypt,North El Burg,Taurt North,Taurt North,BP,Gas,2012,26 Aug 2012,110,1,08/12: Gas discovered in one pleistocene interval. options to tie in discovery to nearby infrastructure are being studied. Drilled by Semi Scarabeo IV.
Mediterranean/Black Sea,Egypt,Thekah,Thekah,Thekah North 1,Tharwa Petroleum,Gas,2006,26 Apr 2009,91,1,
Mediterranean/Black Sea,Egypt,,Thekah North,Thekah North -1,IEOC,Gas,2006,26 Apr 2009,91,1,
Mediterranean/Black Sea,Egypt,West El Burullus,WEB,WEB-1X,Gaz de France,Gas,2008,3 Jun 2008,91,1,
Mediterranean/Black Sea,Egypt,North Alexandria A,West Nile Delta Phase 1,Giza North-1,BP,Gas,2006,31 Jan 2007,668,1,
Mediterranean/Black Sea,Egypt,West Mediterranean Deepwater,West Nile Delta Phase 2,Ruby-3,BP,Gas,2009,2 Feb 2009,923,1,"TVD: 6,439"
Mediterranean/Black Sea,Egypt,West Mediterranean Deepwater,West Nile Delta Phase 2,Hodoa (WMDW-7),BP,Gas,2010,24 Nov 2010,"1,077",1,
Mediterranean/Black Sea,Greece,,Katakolon West,West Katakolon,DEP,Gas,1981,15 Sep 1981,76,1,No results released. Furtherdrilling planned.
Mediterranean/Black Sea,Israel,Michal,Dalit,Dalit-1,Noble Energy,Gas,2009,30 Mar 2009,"1,372",1,"TVD: 12,500 Feet"
Mediterranean/Black Sea,Israel,Hanna,Dolphin-1,Dolphin-1,Noble Energy,Gas,2011,6 Nov 2011,"1,560",1,"11/11: Discovery located 110km west of Haifa. drilled in 2 stages - first by Sedco Express in September, then by Pride Ensco 5006 in Oct/Nov. Gas bearing strata at a depth of 4440 metres in waters of 1560 msw. Original estimate of 550 bcf cut to around 81.3 bcf after analysis."
Mediterranean/Black Sea,Israel,Alon C,Karish,Karish,Noble Energy,Gas,2013,22 May 2013,"1,737",1,
Mediterranean/Black Sea,Israel,Rachel,Leviathan,Leviathan-1,Noble Energy,Gas,2010,29 Dec 2010,"1,634",1,
Mediterranean/Black Sea,Israel,Shimshon,Shimshon,Shimshon,ATP Oil & Gas,Gas,2012,2 Jul 2012,"1,104",1,
Mediterranean/Black Sea,Israel,Matan,Tamar,Blk Matan / Tamar-1,Noble Energy,Gas,2009,17 Jan 2009,"1,700",1,"TVD: 16,076 Feet"
Mediterranean/Black Sea,Israel,Matan,Tamar South West,Tamar South West,Noble Energy,Gas,2013,4 Dec 2013,"1,647",1,
Mediterranean/Black Sea,Israel,Alon A,Tanin,Tanin,Noble Energy,Gas,2012,7 Feb 2012,"1,554",1,Discovered gross resources are estimated to range between 0.9 and 1.4 Tcf with a gross mean of 1.2 Tcf.  The well is located around 13 miles (21km) northwest of the Tamar field.
Mediterranean/Black Sea,Israel,,Yam Yafo,Yam Yafo #1,Isramco,Gas,1994,3 Jun 1994,191,1,An additional well is planned
Mediterranean/Black Sea,Israel,Shemen/387,Yam-3,Yam-3,Shemen Oil & Gas,"Oil, Gas",2013,8 Sep 2013,91,1,Significant signs of oil reported. Results are still being analysed.
Mediterranean/Black Sea,Italy,,Agnese,Agnese #1,Agip,Gas,1992,12 Jun 1992,99,1,
Mediterranean/Black Sea,Italy,,Aretusa,Aretusa #1,LASMO,"Oil, Gas",1985,15 Mar 1985,83,2,Testing of 3 additional zonesto follow.
Mediterranean/Black Sea,Italy,,Claudia,Claudia #1,Agip,Gas,1992,12 Jun 1992,,1,
Mediterranean/Black Sea,Italy,,Didone,Didone #1,Agip,Gas,1992,7 Sep 1992,,1,
Mediterranean/Black Sea,Italy,,Donatella Ovest,Donatella Ovest #1,Agip,Gas,1993,7 Jun 1993,22,1,Additional seismic exploration
Mediterranean/Black Sea,Italy,BR.268.GC,Elsa,B.R268.RG Permit Elsa-1,Agip,Oil,1992,12 Jul 2009,34,1,"TVD: 15,882"
Mediterranean/Black Sea,Italy,,Fabiola,Fabiola #1,Agip,Gas,1991,3 Jun 1991,29,1,No flow rates were released.
Mediterranean/Black Sea,Italy,,Fausta,Fausta-1,Agip,Gas,2000,29 Apr 2000,393,1,Suspended
Mediterranean/Black Sea,Italy,,Ilaria,Ilaria #1,Agip,Gas,1991,1 Apr 1991,11,1,Flow rates were not disclosed.
Mediterranean/Black Sea,Italy,,Mormora Mare,Mormora Mare #1,Elf Exploration,Oil,1979,15 May 1979,15,1,No results released. Appraisaldrilling planned.
Mediterranean/Black Sea,Italy,,Naomi Pandora,Pandora #1,Agip,Gas,1996,22 Apr 1996,,1,Well suspended
Mediterranean/Black Sea,Italy,G.R13.AG,Panda/Argo/Cassiopea,Cassiopea-1,Eni,Gas,2008,22 Jul 2008,560,1,
Mediterranean/Black Sea,Italy,,Panda/Argo/Cassiopea,Argo 2,Eni,Gas,2008,24 Sep 2008,500,1,
Mediterranean/Black Sea,Italy,,Ramona 1d,Ramona #1D,Agip,Gas,1995,24 Jul 1995,79,1,Well suspended
Mediterranean/Black Sea,Libya,,137N-D-001,D1-137N,Elf,"Gas, Condensate",1983,15 Jul 1983,,2,Further drilling planned.
Mediterranean/Black Sea,Libya,NC202,A1-NC202,A1-NC202,Repsol,"Oil, Gas",2009,9 Apr 2009,50,2,"Lies in the Sirte Basin
TVD: 15,815 feet"
Mediterranean/Black Sea,Libya,54,Arous Al-Bahar,A1-54/01,Hess,,2008,6 Jan 2009,856,1,"TVD: 11,077"
Mediterranean/Black Sea,Libya,,NC120-A-001,A1-NC-120,Agip,Oil,1984,15 Jun 1984,,1,Reserves estimated at 765bblsoil. Further drilling planned.
Mediterranean/Black Sea,Romania,Midia  XV,Ana/Doina,Doina Sister,Sterling Resources Ltd,Gas,2007,31 Dec 2007,85,1,
Mediterranean/Black Sea,Romania,Istria XVIII,Delta,Delta 4,Petrom,Oil,2007,6 Sep 2007,,1,
Mediterranean/Black Sea,Romania,Neptun,Domino-1,Domino-1,OMV,Gas,2012,6 Feb 2012,930,1,"OMV Petrom, a 51 per cent subsidiary of OMV Aktiengesellschaft, said it was too early in the data evaluation and exploration process to speculate on whether it will prove to be commercial or not."
Mediterranean/Black Sea,Romania,Pelican XIII,Gasca (Eugenia),Eugenia-1,Sterling Resources Ltd,Gas,2012,14 Dec 2012,"2,428",1,
Mediterranean/Black Sea,Romania,Istria XVIII,Marina,Marina 1,OMV,Oil,2014,16 Jul 2014,50,1,
Mediterranean/Black Sea,Romania,,Pescarus,Pescarus 60,Petrom,Oil,1999,21 Jan 1999,52,1,"Suspended; oil also encountered at 9,186' and 9,843'. Discovery drilled by jackup SATURN."
Mediterranean/Black Sea,Spain,,Mar Cantabrico M-1,Mar Cantabrico M-1,Shell,Oil,1979,15 Oct 1979,205,1,Plugged and abandoned.
Mediterranean/Black Sea,Spain,,Montanazo/Lubina,Montanazo D-5,Repsol,Oil,2009,2 Jul 2009,736,1,"TVD: 7,723 feet"
Mediterranean/Black Sea,Spain,,Montanazo/Lubina,Lubina-1,Repsol,Oil,2009,2 Jul 2009,663,1,"TVD: 8,002 feet"
Mediterranean/Black Sea,Spain,,Pulpo,Pulpo #1,Union Texas,Oil,1981,15 Apr 1981,115,1,No results released. Future plans unknown.
Mediterranean/Black Sea,Tunisia,,Cosmos,CosmoWell #1,BP,Oil,1981,15 Sep 1981,110,1,Further testing and drilling to be carried out.
Mediterranean/Black Sea,Tunisia,Zarat,Didon North,Didon North-1,PA Resources,Oil,2008,27 Nov 2008,75,1,"TVD: 10,400 feet"
Mediterranean/Black Sea,Tunisia,Kerkouane,Dougga,Kerkouane Permit Dougga-1,Shell,"Oil, Gas",1980,1 Jan 2008,146,1,"Very harsh gas conditions encountered in 1980. High H2S, High CO2, Acid Water, well was deemed uncommercial in 1980, now being re-evaluated."
Mediterranean/Black Sea,Tunisia,Mahdia,El Mediouni,El Mediouni-1,Circle Oil,Oil,2014,26 Aug 2014,240,1,
Mediterranean/Black Sea,Tunisia,Hammamet,Fushia,Fushia,Storm Ventures,Gas,2010,14 Jun 2010,85,1,"11/10: discovery was initially announed as a dry hole, but post-well analysis indicated the field contained volatile oil."
Mediterranean/Black Sea,Tunisia,Kerkouane,Lambouka,Lambouka-1,AuDAX Resources,Gas,2010,7 Sep 2010,400,1,
Mediterranean/Black Sea,Tunisia,Sfax,Ras El Besh,Ras El Besh #3,Apex,Oil,2008,19 Aug 2008,12,1,"TVD: 7,231 feet"
Mediterranean/Black Sea,Tunisia,,Salloum,Sallum #1 (Salloum),BG,Oil,1991,1 Dec 1991,,1,"Kerennah Permit. No testdata has been released.Tested 1800 barrels per day42 degree oil, no waterAdded 7/28/2009"
Mediterranean/Black Sea,Tunisia,Hammamet,Tazerka,Kerkouane Permit Tazerka - 1,Shell,"Gas, Condensate",1979,1 Jan 2008,142,1,
Mediterranean/Black Sea,Turkey,South Akcakoca,Akcakoca,Akcakoca - 3,Toreador Resources,Gas,2006,8 Jan 2007,100,2,"Akcakoca-1 was drilled by TPAO in 1976, this well is a sidetrack of the previous well"
Mediterranean/Black Sea,Turkey,South Akcakoca,Akkaya,Alphi-1,TPAO,Gas,2007,13 Mar 2007,30,1,"Flow pressure of 1,064 psifrom first two zones."
Mediterranean/Black Sea,Turkey,South Akcakoca,Bati Eskikale,Bati Eskikale - 1,TPAO,Gas,2007,1 Nov 2007,,1,
Mediterranean/Black Sea,Turkey,South Akcakoca,Bayhanli,Bayhanli-1,Toreador Resources,Gas,2006,24 May 2006,15,1,Will be developed
Mediterranean/Black Sea,Turkey,South Akcakoca,Guluc,Guluc-1,Toreador Resources,Gas,2007,13 Mar 2007,100,1,"Flowed 1,180 psi.             From approximatly 121 ft of perforations in all six zones"
Mediterranean/Black Sea,Ukraine,,Odesskoye,Odesskaya #1,Chornomornaftogaz,Gas,2006,5 Nov 2006,50,1,
Mexico,Mexico,,Aktum,Aktum-1,Pemex,Gas,2005,1 Jan 2005,40,1,
Mexico,Mexico,,Alak,Alak-1,Pemex,"Oil, Gas",2000,1 Jan 2000,241,1,
Mexico,Mexico,,Arrecife Medio,Arrecife Medio 001,Pemex,,1963,1 Jan 1963,49,0,
Mexico,Mexico,,Ayatsil-Tekel,Ayatsil-DL1,Pemex,Oil,2008,30 Jul 2008,120,1,
Mexico,Mexico,,Ayatsil-Tekel,Tekel-1,Pemex,Oil,2009,22 May 2009,100,1,
Mexico,Mexico,,Baxale,Baxale-1,Pemex,Oil,2010,1 Oct 2010,448,1,
Mexico,Mexico,,Bisen,Bisen-1,Pemex,Oil,2003,1 Jan 2003,23,1,
Mexico,Mexico,,Catamat,Catamat-1,Pemex,Gas,2009,3 Jun 2009,"1,229",1,"TVD: 16,486"
Mexico,Mexico,,Ceeh,Ceeh-1,Pemex,"Oil, Gas",1989,1 Jan 1989,95,1,
Mexico,Mexico,,Centli,Centli-1,Pemex,Gas,2003,1 Dec 2003,32,1,
Mexico,Mexico,,Chem,Chem-1A,Pemex,"Oil, Gas",1989,1 Dec 1989,36,1,
Mexico,Mexico,,Chukua,Chukua-1,Pemex,"Gas, Condensate",2002,1 Dec 2002,15,1,Date uncertain
Mexico,Mexico,,Exploratus-1,Exploratus-1,,"Oil, Gas",2014,7 Feb 2014,"2,499",1,
Mexico,Mexico,,Extremeno,Extremeno-1,,Gas,1981,1 Jan 1981,40,1,
Mexico,Mexico,,Hap,Hap-1,Pemex,Gas,2002,1 Jan 2002,87,1,
Mexico,Mexico,,Huachinango,Huachinango-2,Pemex,Oil,1972,1 Jan 1972,146,1,
Mexico,Mexico,,Ichalkil,Ichalki 1 DL,Pemex,Oil,2009,17 Jul 2009,33,2,
Mexico,Mexico,,Isiw,Isiw-1,Pemex,"Gas, Condensate",2003,1 Jan 2003,19,1,
Mexico,Mexico,,Itla,Itla-1,Pemex,Oil,2004,1 Jan 2004,15,1,
Mexico,Mexico,,Jurel,Jurel-1,Pemex,"Oil, Gas",1972,1 Jan 1972,24,1,
Mexico,Mexico,,Kach,Kach-1,Pemex,Oil,2005,1 Jan 2005,262,1,
Mexico,Mexico,,Kambesah,Kambesah-1,Pemex,"Oil, Gas",2008,1 Aug 2008,55,2,
Mexico,Mexico,,Kanche,Kanche-1,Pemex,Oil,2005,1 Jan 2005,475,1,
Mexico,Mexico,,Kastelan,Kastelan-1,Pemex,Oil,2005,1 Jan 2005,439,1,
Mexico,Mexico,,Kay,Kay-1,Pemex,Oil,1986,1 Jan 1986,24,1,
Mexico,Mexico,,Kayab,Kayab-1,Pemex,Oil,2005,1 Jan 2005,154,1,
Mexico,Mexico,,Kinbe,Kinbe-1,Pemex,"Oil, Gas",2011,23 Aug 2011,22,2,completed drilling Aug 9
Mexico,Mexico,,Kunah,Kunah-1,Pemex,,2012,3 Jul 2012,"2,157",0,Kunah-1 discovery announced (7/12)
Mexico,Mexico,,Labay,Labay-1,Pemex,Gas,2010,14 Apr 2010,"1,700",1,
Mexico,Mexico,Coatzacoalcos Profundo,Lakach,Lakach-1,Pemex,Gas,2007,19 Mar 2008,988,1,"TVD: 12,510 feet"
Mexico,Mexico,,Makech,Makech-1,Pemex,"Oil, Gas",1998,1 Jan 1998,166,1,
Mexico,Mexico,,Marbella,Marbella-1,Pemex,"Oil, Gas",1971,1 Jan 1971,100,1,
Mexico,Mexico,,Maximino,Maximino-1,Pemex,Oil,2013,13 Jun 2013,"2,804",1,
Mexico,Mexico,,Mejillon,Mejillon-1,Pemex,"Gas, Condensate",2005,1 Jan 2005,54,1,
Mexico,Mexico,,Men,Men-1,Pemex,"Gas, Condensate",2004,1 Jan 2004,15,1,
Mexico,Mexico,Activo Integral Litoral de Tabasco (AILT),Mizton,Mizton-1,Pemex,"Oil, Gas",2013,25 Jun 2013,33,1,
Mexico,Mexico,,Nak,Nak-1,Pemex,"Oil, Gas",2003,1 Jan 2003,32,1,
Mexico,Mexico,,Namaca,Namaca-1,Pemex,"Oil, Gas",2003,1 Jan 2003,30,1,
Mexico,Mexico,,Nayade,Nayade,Pemex,"Oil, Gas",1975,1 Jan 1975,125,1,
Mexico,Mexico,,Nemiti,Nemiti-1,Pemex,Oil,2003,1 Jan 2003,28,1,
Mexico,Mexico,Coatzacoalcos Profundo,Noxal/Lalail/Nen/Leek,Noxal #1,Pemex,Oil,2006,20 Mar 2006,914,1,Could be 10 Billion Barrelsof oilLarger than Cantral
Mexico,Mexico,,Noxal/Lalail/Nen/Leek,Leek-1,Pemex,"Gas, Condensate",2009,15 Oct 2009,851,1,
Mexico,Mexico,(pending),Noxal/Lalail/Nen/Leek,Nen-1,Pemex,,2011,1 Dec 2011,"1,493",0,
Mexico,Mexico,Coatzacoalcos Profundo,Noxal/Lalail/Nen/Leek,Lalail-1,Pemex,Gas,2007,5 Nov 2007,792,1,
Mexico,Mexico,,Noxal/Lalail/Nen/Leek,Tamil-1,Pemex,Oil,2008,29 May 2008,500,1,
Mexico,Mexico,,Numan,Numan-1,Pemex,Oil,2004,1 Jan 2004,176,1,
Mexico,Mexico,,Onel,Onel-1,Pemex,"Oil, Gas",2006,15 May 2006,76,1,
Mexico,Mexico,,Pez Vela,Pez Vela-1,Pemex,"Oil, Gas",1968,1 Jan 1968,50,1,
Mexico,Mexico,,Piklis,Piklis-1,Pemex,Gas,2011,25 May 2011,"1,945",1,
Mexico,Mexico,,Pit,Pit-1,Pemex,"Oil, Gas",2005,1 Jan 2005,125,1,
Mexico,Mexico,,Poctli,Poctli-1,Pemex,"Gas, Condensate",2004,1 Jan 2004,43,1,
Mexico,Mexico,,Pohp,Pohp-1,Pemex,"Oil, Gas",2004,1 Jan 2004,100,1,
Mexico,Mexico,,Puskon,Puskon-1,Pemex,Oil,2012,24 Jan 2012,640,1,
Mexico,Mexico,,Sikil,Sikil-1,Pemex,"Oil, Gas",2005,1 Jan 2005,48,1,
Mexico,Mexico,,Sinan,Behelae-1,Pemex,Oil,2005,1 Jan 2005,44,1,
Mexico,Mexico,,Supremus,Supremus-1,Pemex,Oil,2012,8 Oct 2012,"2,900",1,
Mexico,Mexico,,Tabay,Tabay-1,Pemex,Oil,1997,1 Jan 1997,200,1,
Mexico,Mexico,,Tamha,Tamha-1,Pemex,,2008,26 Jan 2009,"1,121",0,
